SYMBOL,LOW_x,LOW_y,Value
GATI,136,135.9,1.00073583517292
NCPSESDL24,106.58,106.52,1.00056327450244
EBBETF0425,1068.55,1067.95,1.00056182405543
MARUTI,7294.85,7291,1.0005280482787
ICICISENSX,635,634.8,1.00031505986137
MIDHANI,183.15,183.1,1.0002730748225
IVZINNIFTY,1896,1895.6,1.00021101498206
MITTAL,9.9,9.9,1
AXISBPSETF,10.36,10.36,1
UTISXN50,48,48,1
JPASSOCIAT,8.2,8.2,1
RADIOCITY,24,24,1
ICICILIQ,999.41,999.51,0.999899950975978
RUPA,447.35,447.5,0.999664804469274
JINDRILL,136.8,136.85,0.999634636463281
LIQUIDBEES,998.3,998.9,0.9993993392732
SUNDARMHLD,75.95,76,0.999342105263158
NETFSDL26,106.09,106.19,0.999058291741219
VIJAYA,550,550.55,0.999000999000999
MMP,146.05,146.25,0.998632478632479
APOLLOPIPE,1647.6,1650.05,0.998515196509197
KESORAMIND,63.15,63.25,0.998418972332016
SWANENERGY,124.95,125.15,0.998401917698761
GINNIFILA,31.1,31.15,0.998394863563403
PANAMAPET,259.55,260,0.998269230769231
SALZERELEC,154,154.3,0.998055735580039
JHS,23.8,23.85,0.9979035639413
VINATIORGA,1891,1895,0.997889182058047
SBIETFIT,351.3,352.1,0.997727918205055
KOTAKBANK,2015,2020.15,0.997450684355122
CUPID,222,222.6,0.997304582210243
APOLSINHOT,793,795.2,0.997233400402414
PGHL,5365.05,5380,0.997221189591078
EBBETF0431,1057,1060.01,0.997160404147131
ANDHRAPAP,223.55,224.2,0.997100802854594
ICICIMCAP,103.1,103.4,0.997098646034816
DCMSHRIRAM,977,980,0.996938775510204
UNIVCABLES,162,162.5,0.996923076923077
SADBHIN,15.55,15.6,0.996794871794872
ACC,2237.55,2245.1,0.996637120840943
CARERATING,675.5,678,0.996312684365781
ICICIB22,44.3,44.47,0.996177198111086
DIAMONDYD,673.25,676.1,0.995784647241532
MAHLIFE,268.2,269.4,0.99554565701559
IDFC,53.5,53.75,0.995348837209302
ADANIGREEN,1106,1111.25,0.995275590551181
GLAXO,1476,1483.05,0.995246282997876
NETFLTGILT,22.59,22.7,0.995154185022026
63MOONS,90.55,91,0.995054945054945
PGHH,13562.3,13630.2,0.995018414990242
TDPOWERSYS,305,306.55,0.994943728592399
KEI,893.4,898,0.994877505567929
KOTAKNV20,94.95,95.45,0.99476165531692
GODREJPROP,2186.3,2198,0.994676979071884
NAHARPOLY,231,232.25,0.994617868675996
PRESSMN,26.9,27.05,0.99445471349353
NETFIT,35.1,35.3,0.994334277620397
CASTROLIND,137.25,138.05,0.994204998189062
VOLTAMP,1420.05,1428.4,0.994154298515822
PATSPINLTD,8.4,8.45,0.994082840236686
IDFNIFTYET,183.06,184.15,0.994080912299756
TCIDEVELOP,346.15,348.3,0.993827160493827
POWERGRID,181.3,182.45,0.993696903261167
AROGRANITE,62.05,62.45,0.99359487590072
GET&D,124.7,125.55,0.993229788928714
ORIENTLTD,66,66.45,0.993227990970655
ELGIRUBCO,36.5,36.75,0.993197278911565
PRAKASH,64.55,65,0.993076923076923
RELIANCE,2501.7,2520.05,0.992718398444475
GLENMARK,489,492.6,0.992691839220463
UGARSUGAR,26.7,26.9,0.992565055762082
CYBERTECH,154.8,156,0.992307692307692
FLUOROCHEM,1800,1814,0.992282249173098
REVATHI,580,584.55,0.992216234710461
GNFC,430,433.4,0.992155053068759
GSPL,300,302.4,0.992063492063492
RSSOFTWARE,31.15,31.4,0.99203821656051
GREENLAM,1360.05,1371,0.992013129102845
AARVI,55.85,56.3,0.992007104795737
AJOONI,49.3,49.7,0.991951710261569
TARMAT,60.05,60.55,0.991742361684558
TATASTLLP,840,847.05,0.991676996635382
RAYMOND,446.05,449.9,0.991442542787286
CORDSCABLE,52.1,52.55,0.991436726926736
CPSEETF,28.76,29.01,0.991382281971734
BALMLAWRIE,124.55,125.65,0.991245523278949
CREDITACC,615.35,621,0.990901771336554
GPTINFRA,81.3,82.05,0.990859232175503
NETFNIF100,182.3,184,0.990760869565218
ICICITECH,350.2,353.5,0.990664780763791
NEXTMEDIA,5.3,5.35,0.990654205607477
PGIL,295.25,298.05,0.99060560308673
RATNAMANI,2122,2142.35,0.990501085256844
CMICABLES,41.7,42.1,0.990498812351544
MCX,1632.2,1647.95,0.990442671197548
RANEHOLDIN,594.3,600.05,0.990417465211232
MAESGETF,29.76,30.05,0.990349417637271
BAJAJFINSV,17139.55,17307.8,0.990278949375426
SESHAPAPER,170.35,172.05,0.990119151409474
THEINVEST,106,107.1,0.989729225023343
SETF10GILT,203,205.11,0.989712837014285
SCHAEFFLER,7249.4,7325,0.989679180887372
ANDREWYU,23.75,24,0.989583333333333
GULFOILLUB,575,581.1,0.989502667355016
APOLLO,113,114.2,0.989492119089317
ECLERX,2151,2174,0.989420423183073
ITI,116.25,117.5,0.98936170212766
SURANAT&P,9.3,9.4,0.98936170212766
DEEPAKFERT,399.1,403.5,0.98909541511772
HISARMETAL,123.6,125,0.9888
TREJHARA,60,60.7,0.988467874794069
PHOENIXLTD,923.75,934.6,0.988390755403381
GREAVESCOT,133,134.6,0.988112927191679
COROMANDEL,778,788,0.987309644670051
DAAWAT,69.2,70.1,0.98716119828816
KOTAKIT,34.55,35,0.987142857142857
PREMIERPOL,65,65.85,0.987091875474563
AIAENG,1891.1,1916,0.987004175365344
ULTRACEMCO,7343,7440,0.986962365591398
NESCO,600.05,608,0.986924342105263
POONAWALLA,158.05,160.15,0.98688729316266
JAYSREETEA,100.65,102,0.986764705882353
ANURAS,790.35,801.05,0.986642531677174
GANESHBE,84.1,85.25,0.986510263929619
CIGNITITEC,577,585,0.986324786324786
SYMPHONY,1021.25,1035.5,0.986238532110092
GKWLIMITED,626.45,635.3,0.986069573429876
OBEROIRLTY,868.5,881,0.985811577752554
ALLCARGO,256.3,260,0.985769230769231
GLAND,3552.95,3604.3,0.985753128207974
KIRLOSENG,200.05,203,0.985467980295567
SMARTLINK,111.35,113,0.985398230088495
CTE,56.55,57.4,0.985191637630662
MANAKSIA,63,63.95,0.985144644253323
TWL,92.6,94,0.985106382978723
VRLLOG,366.8,372.35,0.985094668994226
OFSS,4361,4427.9,0.984891257706814
SUNFLAG,77.7,78.9,0.984790874524715
DTIL,256,260,0.984615384615385
INDBANK,22.4,22.75,0.984615384615385
KSL,365.25,371,0.984501347708895
ANSALHSG,6.3,6.4,0.984375
STERTOOLS,192,195.05,0.984362983850295
NTPC,128.55,130.6,0.984303215926493
LICNFNHGP,175.21,178.01,0.984270546598506
BALKRISIND,2450.15,2489.65,0.984134316068523
HDFCBANK,1560,1585.15,0.984133993628363
GRAUWEIL,58.8,59.75,0.984100418410042
BRNL,27.85,28.3,0.984098939929329
ARCHIDPLY,30.5,31,0.983870967741936
MOTHERSUMI,220,223.65,0.983679856919294
CHALET,226.35,230.15,0.983489028894199
ZODIACLOTH,110.15,112,0.983482142857143
TIIL,801.3,815,0.98319018404908
PURVA,125,127.15,0.983090837593394
KCPSUGIND,20.3,20.65,0.983050847457627
ENIL,176.1,179.15,0.982975160480045
ASPINWALL,173,176,0.982954545454545
DECCANCE,680.05,692,0.982731213872832
AXISHCETF,85,86.5,0.982658959537572
INDORAMA,48.15,49,0.98265306122449
SUPREMEIND,2225.5,2265,0.982560706401766
DALBHARAT,1960.3,1995.25,0.982483398070417
GLFL,2.8,2.85,0.982456140350877
BHARTIARTL,677.05,689.15,0.98244213886672
VGUARD,251,255.5,0.98238747553816
NETFNV20,95.84,97.56,0.982369823698237
BSOFT,401.15,408.35,0.982368066609526
EMMBI,102.45,104.3,0.982262703739214
UTINEXT50,43.12,43.9,0.982232346241458
DANGEE,186.6,190,0.982105263157895
CROMPTON,455,463.3,0.982085042089359
SGIL,138.5,141.05,0.98192130450195
SANDESH,760,774,0.981912144702842
NAVKARCORP,40.25,41,0.981707317073171
CAPTRUST,87,88.65,0.981387478849408
REPL,207.15,211.1,0.981288488867835
AVADHSUGAR,397.5,405.1,0.981239200197482
AYMSYNTEX,98.05,99.95,0.980990495247624
MAHESHWARI,97.7,99.6,0.980923694779117
BAJFINANCE,7313.05,7456.15,0.980807789542861
ROSSELLIND,153,156,0.980769230769231
HESTERBIO,2416.1,2464.4,0.980400908943353
MURUDCERA,24.9,25.4,0.980314960629921
RAILTEL,124.3,126.8,0.980283911671924
NITCO,22.3,22.75,0.98021978021978
IOLCP,545,556,0.98021582733813
KINGFA,938,957,0.980146290491118
PNBGILTS,63.5,64.8,0.979938271604938
VARROC,285.2,291.05,0.979900360762755
ATFL,975,995,0.979899497487437
SHALPAINTS,90.15,92,0.979891304347826
SBIETFQLTY,151,154.1,0.979883192731992
WELCORP,123.1,125.65,0.979705531237564
CENTENKA,433.15,442.2,0.979534147444595
TATACONSUM,794.15,811,0.979223181257706
EVERESTIND,421.15,430.1,0.979190885840502
TATACHEM,876.5,895.2,0.979110813226095
SOBHA,747,763,0.979030144167759
MADHAV,53.5,54.65,0.978956999085087
HIRECT,186,190,0.978947368421053
ORIENTCEM,155.65,159,0.978930817610063
SUNDRMBRAK,386,394.45,0.978577766510331
SVPGLOB,116.45,119,0.978571428571429
BCLIND,226.05,231,0.978571428571429
TTKHLTCARE,642.1,656.2,0.978512648582749
MOIL,154.5,157.9,0.978467384420519
ELGIEQUIP,197.55,201.9,0.978454680534918
MANXT50,413.67,422.8,0.978405865657521
INDLMETER,11.3,11.55,0.978354978354978
POLYPLEX,1660.1,1697,0.978255745433117
ISEC,704.25,720,0.978125
QUICKHEAL,221.05,226,0.978097345132743
MASFIN,744.35,761.05,0.978056632284344
GALAXYSURF,3100.85,3170.5,0.978031856174105
EBBETF0430,1155,1180.95,0.978026165375333
SETFNN50,428,437.63,0.97799511002445
TAJGVK,143,146.25,0.977777777777778
NETFCONSUM,75.66,77.4,0.977519379844961
AHLEAST,180.8,185,0.977297297297297
THERMAX,1328.95,1360,0.977169117647059
CHOLAHLDNG,670.55,686.3,0.977050852396911
ZEEL,297,304,0.976973684210526
HITECHCORP,205.15,210.05,0.976672220899786
NETFDIVOPP,43.95,45,0.976666666666667
DALMIASUG,390.6,400,0.9765
SANDHAR,269.7,276.25,0.976289592760181
KNRCON,278.2,285,0.976140350877193
ENGINERSIN,71.55,73.3,0.97612551159618
LALPATHLAB,3487.75,3573.2,0.976085861412739
APTUS,322.05,330.05,0.975761248295713
DCBBANK,89.25,91.5,0.975409836065574
PENIND,27.4,28.1,0.97508896797153
DHANI,175.5,180,0.975
SMCGLOBAL,71.4,73.25,0.974744027303754
GICRE,132.45,135.9,0.974613686534216
ALPA,49.9,51.2,0.974609375
ABSLNN50ET,421,432,0.974537037037037
FELDVR,11.35,11.65,0.974248927038626
POLYMED,901.1,925,0.974162162162162
HINDZINC,309.75,318,0.974056603773585
EBANK,3950.65,4056,0.974026134122288
BCP,3.75,3.85,0.974025974025974
SHREYANIND,116.2,119.3,0.974015088013412
CAPACITE,158.75,163,0.973926380368098
SRHHYPOLTD,321.2,329.85,0.973775958769137
MFSL,956.15,982.05,0.973626597423756
NAM-INDIA,410.4,421.55,0.973549994069505
WATERBASE,110,113,0.973451327433628
HERCULES,135.55,139.25,0.97342908438061
BLISSGVS,106.2,109.1,0.973418881759854
HCC,9.15,9.4,0.973404255319149
PRSMJOHNSN,118,121.25,0.97319587628866
IZMO,87.05,89.5,0.972625698324022
REDINGTON,139.55,143.5,0.972473867595819
WHIRLPOOL,2194.35,2256.95,0.972263452889962
ANGELBRKG,1225,1260,0.972222222222222
ICICINXT50,41.91,43.11,0.972164231036882
BHAGYANGR,47.05,48.4,0.972107438016529
PILANIINVS,1816.6,1869,0.971963616907437
IGARASHI,505.4,520,0.971923076923077
CLNINDIA,548,564.05,0.971545075791153
PEL,2551.1,2626,0.971477532368621
MRF,76650,78901.05,0.971469961426369
LODHA,1010.2,1040,0.971346153846154
TORNTPOWER,484,498.4,0.971107544141252
TCPLPACK,506,521.1,0.97102283630781
BPCL,413.6,426,0.970892018779343
SUNTECK,451.45,465,0.970860215053763
NETFPHARMA,13.64,14.05,0.970818505338078
RUBYMILLS,269,277.1,0.970768675568387
LICNETFN50,182.5,188,0.970744680851064
WOCKPHARMA,418.25,431,0.970417633410673
AUTOIND,54,55.65,0.970350404312668
SURYODAY,171.8,177.05,0.970347359502965
DSSL,140,144.3,0.97020097020097
APCOTEXIND,389,401.05,0.969953871088393
PRICOLLTD,95.1,98.05,0.969913309535951
NACLIND,73.25,75.55,0.969556585043018
CARBORUNIV,831,857.25,0.969378827646544
ICICIALPLV,172.55,178.01,0.969327565867086
NBVENTURES,110.5,114,0.969298245614035
COCHINSHIP,347.1,358.1,0.969282323373359
RKEC,71.7,74,0.968918918918919
ALBERTDAVD,567.3,585.6,0.96875
SHK,153.3,158.25,0.968720379146919
SHARIABEES,431,445,0.968539325842696
RAIN,225.1,232.45,0.96838029683803
TVSELECT,155.15,160.25,0.96817472698908
KOKUYOCMLN,66.9,69.1,0.968162083936324
KIRLFER,225,232.4,0.96815834767642
MAHEPC,127,131.2,0.967987804878049
DREDGECORP,332,343,0.967930029154519
ICICINV20,92.05,95.1,0.967928496319664
MATRIMONY,925.2,956,0.967782426778243
FINCABLES,462.3,477.7,0.96776219384551
MAHASTEEL,86.9,89.8,0.967706013363029
JASH,485,501.25,0.967581047381546
MSPL,8.95,9.25,0.967567567567568
MUTHOOTCAP,383,396,0.967171717171717
5PAISA,431,445.65,0.96712666891058
CERA,5135.05,5310,0.967052730696798
BIOFILCHEM,60,62.05,0.96696212731668
GOODYEAR,996,1030.2,0.966802562609202
JUNIORBEES,426.4,441.05,0.966783811359256
COFORGE,4834.1,5001,0.966626674665067
ADVENZYMES,370,383,0.966057441253264
BALAXI,534.8,553.6,0.966040462427745
NESTLEIND,18758.15,19421.65,0.96583709417068
UTIAMC,1005.1,1040.95,0.965560305490177
ROSSARI,1391.9,1441.75,0.965423963932721
NETFMID150,109.1,113.01,0.965401291921069
DHANBANK,15.2,15.75,0.965079365079365
PIDILITIND,2301,2384.55,0.964961942504875
MTNL,17.8,18.45,0.964769647696477
SALONA,191,198,0.964646464646465
ARSSINFRA,25.9,26.85,0.96461824953445
HINDALCO,456.65,473.4,0.964617659484579
DODLA,571.3,592.55,0.964138047422158
JUBLPHARMA,585.05,606.9,0.963997363651343
JKTYRE,140.3,145.65,0.963268108479231
GHCL,408,423.6,0.963172804532578
STOVEKRAFT,976.65,1014.1,0.963070703086481
AJANTPHARM,2090,2170.3,0.963000506842372
SILGO,31.2,32.4,0.962962962962963
TIMETECHNO,67.2,69.8,0.962750716332378
SHREEPUSHK,209,217.1,0.962690004606172
KIRLOSIND,1501.75,1560,0.962660256410256
POWERINDIA,2190,2275.15,0.962573896226622
TARAPUR,3.85,4,0.9625
DHUNINV,588.75,612,0.962009803921569
APCL,373.2,388,0.961855670103093
MODISNME,66.75,69.4,0.961815561959654
PETRONET,227.5,236.55,0.961741703656732
GEPIL,287.6,299.1,0.961551320628552
RAMANEWS,18.6,19.35,0.961240310077519
TECHNOE,256.55,267,0.960861423220974
MARKSANS,65.05,67.7,0.960856720827179
NMDC,133.6,139.05,0.960805465659834
ASTRAZEN,2977,3100.05,0.9603070918211
ONWARDTEC,214.5,223.4,0.960161145926589
SBIETFCON,69.51,72.4,0.960082872928177
FILATEX,95.4,99.4,0.959758551307847
SEQUENT,190,198,0.95959595959596
ICRA,3415.05,3559,0.959553245293622
GRANULES,305,318,0.959119496855346
EXXARO,146.3,152.55,0.959029826286464
MOTOGENFIN,23.25,24.25,0.958762886597938
SETFNIF50,172,179.4,0.958751393534002
HSCL,49.75,51.9,0.958574181117534
ARTEMISMED,33.55,35,0.958571428571428
GOODLUCK,281.1,293.25,0.958567774936062
DLF,388.2,405,0.958518518518518
SKMEGGPROD,76.2,79.5,0.958490566037736
RESPONIND,114.05,119,0.958403361344538
INTENTECH,62.2,64.9,0.958397534668721
HUDCO,42.5,44.35,0.958286358511838
ICICIPHARM,85,88.7,0.958286358511838
MAHSCOOTER,4337.15,4526,0.958274414494034
ROUTE,1835,1915,0.95822454308094
SIGIND,41.25,43.05,0.958188153310104
ZOTA,360.2,375.95,0.958106131134459
KABRAEXTRU,230.9,241,0.958091286307054
SAKAR,151.35,158,0.957911392405063
BIRLAMONEY,59.85,62.5,0.9576
UFO,99.2,103.6,0.957528957528958
ZENITHEXPO,81,84.6,0.957446808510638
TEXINFRA,55,57.45,0.957354221061793
VSTIND,3180,3322,0.957254665863937
ONMOBILE,108.25,113.1,0.95711759504863
RUCHIRA,79.1,82.65,0.957047791893527
GUFICBIO,183.7,191.95,0.95702005730659
IVC,5.55,5.8,0.956896551724138
LAOPALA,287,299.95,0.956826137689615
FORCEMOT,1400.15,1463.35,0.956811425837975
CANFINHOME,614.3,642.05,0.956779067050853
HEMIPROP,132.5,138.5,0.956678700361011
AKZOINDIA,2095,2190.8,0.956271681577506
EXIDEIND,170.2,178,0.956179775280899
GAEL,163.5,171,0.956140350877193
BEPL,173.25,181.2,0.95612582781457
ZOMATO,130.5,136.5,0.956043956043956
ICICINIFTY,180.4,188.7,0.95601483836778
SUVENPHAR,497.1,520,0.955961538461538
IIFLSEC,94.2,98.55,0.9558599695586
ARROWGREEN,115,120.35,0.95554632322393
KMSUGAR,23.55,24.65,0.955375253549696
PPAP,231.2,242,0.955371900826446
VESUVIUS,1070,1120.1,0.955271850727613
BECTORFOOD,391.1,409.55,0.95495055548773
VOLTAS,1143.2,1197.5,0.954655532359081
GAL,2.1,2.2,0.954545454545454
TEXMOPIPES,47.15,49.4,0.954453441295546
SBILIFE,1142.1,1196.8,0.954294786096257
HNDFDS,1864.95,1955,0.953938618925831
JSWHL,4433.8,4649.45,0.953618169891062
ESSARSHPNG,9.15,9.6,0.953125
WSTCSTPAPR,245,257.05,0.953121960708033
MAITHANALL,1015,1064.95,0.953096389501854
LIBERTSHOE,159.3,167.15,0.9530361950344
AMBUJACEM,382.25,401.15,0.952885454318833
POLYCAB,2196.4,2305,0.952885032537961
MRO-TEK,52.55,55.15,0.952855847688123
CSBBANK,288.55,302.95,0.952467403862024
DLINKINDIA,136.25,143.1,0.952131376659679
GALLANTT,70.55,74.1,0.952091767881242
MAGADSUGAR,270.85,284.5,0.952021089630932
BAJAJ-AUTO,3665,3850,0.951948051948052
SPAL,307.05,322.55,0.951945434816308
EDELWEISS,74.65,78.45,0.951561504142766
SINTERCOM,80,84.1,0.951248513674198
CARTRADE,1155,1214.2,0.951243617196508
TATAMETALI,954.95,1003.95,0.951192788485482
BOMDYEING,88.2,92.75,0.950943396226415
SIS,450.05,473.3,0.95087682231143
QUESS,850.15,894.1,0.950844424561011
GLOBAL,42.4,44.6,0.95067264573991
ATUL,8860.95,9321,0.950643707756678
OCCL,1015,1067.7,0.950641565982954
APLLTD,736.8,775.25,0.950403095775556
PILITA,6.7,7.05,0.950354609929078
JCHAC,2040,2147.1,0.950118764845606
EXCELINDUS,952,1002.15,0.949957591178965
SNOWMAN,39.85,41.95,0.949940405244338
SHREECEM,27705,29168,0.949842292923752
STCINDIA,95.1,100.15,0.949575636545182
RHIM,332.3,350,0.949428571428572
UCALFUEL,142.7,150.35,0.949118722979714
NSIL,1600,1686,0.948991696322657
MAXHEALTH,328.1,345.85,0.948677172184473
ADORWELD,645.1,680,0.948676470588235
TOKYOPLAST,96.65,101.9,0.948478900883219
HEG,2045,2156.65,0.948229893584958
GILLETTE,5608,5915,0.948098055790363
EIHAHOTELS,380.15,401,0.948004987531172
ZENSARTECH,452.85,477.75,0.947880690737834
OIL,217,229,0.947598253275109
IBULHSGFIN,210.85,222.55,0.947427544372051
SANCO,8.1,8.55,0.947368421052631
DOLAT,82.55,87.2,0.946674311926605
AARTIDRUGS,573.15,605.5,0.946573080099092
HONAUT,41649.95,44001,0.946568259812277
HPL,63.6,67.2,0.946428571428571
TEXRAIL,31.8,33.6,0.946428571428571
GSCLCEMENT,45,47.55,0.946372239747634
SATIA,89.4,94.5,0.946031746031746
FLEXITUFF,14,14.8,0.945945945945946
APOLLOHOSP,4161.05,4400,0.945693181818182
JKLAKSHMI,580.4,613.8,0.945584881068752
SPLIL,42.55,45,0.945555555555556
LUMAXTECH,128.65,136.1,0.945260837619398
VALIANTORG,1294.95,1370,0.94521897810219
BBTC,1071.25,1133.35,0.945206688136939
MUNJALAU,55.2,58.4,0.945205479452055
TNPETRO,121.5,128.55,0.945157526254376
COALINDIA,163.3,172.8,0.945023148148148
RAMCOIND,279.7,296,0.944932432432432
FEL,8.55,9.05,0.944751381215469
JMFINANCIL,86.35,91.4,0.944748358862144
DRREDDY,4526.05,4791.65,0.94457024198345
IFGLEXPOR,287.55,304.55,0.944179937612871
WONDERLA,225.65,239,0.944142259414226
NUVOCO,512,542.3,0.94412686704776
BAFNAPH,119.9,127,0.944094488188976
THYROCARE,1096.1,1161.4,0.943774754606509
STARPAPER,140,148.35,0.943714189416919
BFUTILITIE,402,426,0.943661971830986
YAARII,92.45,98,0.943367346938775
GAIL,145.5,154.25,0.943273905996758
ITC,222.3,235.7,0.943148069579975
BAYERCROP,4975.5,5276.05,0.943035035680102
NAUKRI,6045.15,6411,0.94293401965372
GENCON,39.45,41.85,0.942652329749104
JINDALPOLY,938,995.3,0.94242941826585
APOLLOTYRE,208.1,220.85,0.942268508037129
VLSFINANCE,181,192.1,0.942217595002603
ICICIFMCG,380,403.31,0.94220326795765
ACRYSIL,701.6,745,0.941744966442953
DONEAR,53.1,56.4,0.941489361702128
HINDCOMPOS,306,325.05,0.941393631748962
GENUSPOWER,63.3,67.25,0.941263940520446
UNITEDTEA,366.15,389,0.941259640102828
ADANIENT,1377.75,1464.3,0.940893259577955
INDOSTAR,265,281.65,0.940884075980827
KAKATCEM,223.2,237.25,0.940779768177028
CAMS,2926.7,3111,0.940758598521376
MHRIL,224.75,238.95,0.940573341703285
HARRMALAYA,166.8,177.35,0.940513109670144
KILITCH,150,159.5,0.940438871473354
KIRIINDUS,479.1,509.45,0.94042594955344
BASF,3151.25,3351,0.94039092808117
DVL,255.6,272,0.939705882352941
WELINV,302.55,322,0.939596273291926
CEREBRAINT,52,55.35,0.939476061427281
MMTC,41.1,43.75,0.939428571428572
INDIANHUME,188.05,200.2,0.939310689310689
NIACL,151.6,161.4,0.939281288723668
DEEPAKNTR,2192,2333.8,0.939240723283915
KICL,1929.2,2054,0.939240506329114
KCP,125.85,134,0.939179104477612
DABUR,582.45,620.25,0.939056831922612
AGROPHOS,14.6,15.55,0.938906752411576
OMAXE,71.35,76,0.938815789473684
NDTV,78,83.1,0.938628158844765
SAFARI,808.95,862,0.938457076566125
DEN,44.1,47,0.938297872340426
DFMFOODS,329.4,351.1,0.938194246653375
CHEMCON,405,431.75,0.938042848870874
PIIND,2912,3105,0.937842190016103
TAKE,46.75,49.85,0.937813440320963
RML,360.1,384,0.937760416666667
ARIES,134.05,142.95,0.937740468695348
RBLBANK,172.1,183.55,0.937619177335876
HCG,222.25,237.05,0.937565914364058
CHEMBOND,206.25,220,0.9375
GODREJCP,951.5,1015.2,0.937253743104807
ACCELYA,1177.05,1256,0.937141719745223
MANGLMCEM,408.1,435.55,0.936976236941798
HDFCLIFE,675.5,721,0.936893203883495
KOLTEPATIL,299.2,319.4,0.936756418284283
RBL,791.65,845.15,0.936697627640064
ALKYLAMINE,3553,3795.15,0.936194880307761
ARENTERP,24.15,25.8,0.936046511627907
VENKEYS,2695.05,2880,0.93578125
EKC,108.55,116,0.935775862068966
RECLTD,146.65,156.8,0.935267857142857
INSECTICID,630.5,674.15,0.935251798561151
SHARDACROP,302,323,0.934984520123839
GUJGASLTD,577.85,618.25,0.934654266073595
AUROPHARMA,671.75,718.9,0.934413687578245
BIOCON,335.5,359.1,0.93428014480646
INTLCONV,62.9,67.35,0.933927245731255
GEECEE,142.9,153.05,0.933681803332244
BLKASHYAP,24.55,26.3,0.933460076045627
VADILALIND,970,1039.15,0.933455227830438
ADANIPORTS,687,736,0.933423913043478
PFC,131,140.35,0.93338083363021
RCOM,2.8,3,0.933333333333333
VIVIDHA,0.7,0.75,0.933333333333333
KITEX,152.3,163.2,0.933210784313726
ORIENTHOT,36.3,38.9,0.933161953727506
HEIDELBERG,237.05,254.1,0.932900432900433
NEOGEN,1139.65,1221.9,0.932686799247074
MANGCHEFER,69.9,74.95,0.932621747831888
LUPIN,881.25,945,0.932539682539682
FORTIS,242.5,260.15,0.932154526234865
VERTOZ,90.6,97.2,0.932098765432099
RPGLIFE,627.3,673,0.932095096582466
ICICIGI,1435.15,1540.05,0.931885328398429
ASIANHOTNR,82.05,88.05,0.931856899488927
CONTROLPR,300,322,0.93167701863354
ASIANPAINT,3083.3,3310,0.931510574018127
TALBROAUTO,264.5,284,0.931338028169014
CCL,355.55,382,0.930759162303665
LIKHITHA,349,375,0.930666666666667
JUBLFOOD,3667.2,3941.8,0.930336394540565
MOL,108.7,116.85,0.930252460419341
UNIENTER,116.25,125,0.93
HCL-INSYS,12.6,13.55,0.929889298892989
HAL,1233.9,1327.05,0.929806714140387
SOUTHBANK,9.25,9.95,0.92964824120603
MANINDS,100.4,108,0.92962962962963
GNA,852,916.5,0.92962356792144
BIL,201.1,216.4,0.929297597042514
CEATLTD,1222,1315,0.929277566539924
APLAPOLLO,762,820,0.929268292682927
SUMICHEM,375,403.6,0.929137760158573
HATSUN,1305,1405.25,0.928660380715175
VIKASECO,1.95,2.1,0.928571428571428
AGARIND,310.2,334.15,0.928325602274428
NBCC,43.8,47.2,0.927966101694915
PROZONINTU,25.1,27.05,0.927911275415896
NATCOPHARM,815.2,878.6,0.927839745048942
AAREYDRUGS,32.65,35.2,0.927556818181818
SPICEJET,69.55,75,0.927333333333333
PPL,146,157.5,0.926984126984127
ORIENTABRA,26,28.05,0.926916221033868
TATACOMM,1293.35,1396.15,0.926368943165132
GLS,618.05,667.25,0.926264518546272
KELLTONTEC,46.3,50,0.926
STLTECH,264.25,285.6,0.925245098039216
INDIGO,1850,2000.05,0.924976875578111
RIIL,641.15,693.25,0.924846736386585
GANGESSECU,82.3,89,0.924719101123596
HBSL,33.75,36.5,0.924657534246575
LICHSGFIN,396.2,428.7,0.924189409843713
CAPLIPOINT,807.55,874.05,0.923917396029975
ICICIPRULI,609.5,659.8,0.923764777205214
NOCIL,265.25,287.2,0.923572423398329
KHANDSE,14.45,15.65,0.92332268370607
SMSPHARMA,136.05,147.35,0.923311842551748
PNCINFRA,323,349.85,0.923252822638274
BANCOINDIA,180.1,195.1,0.923116350589441
VAISHALI,34.05,36.9,0.922764227642276
NRAIL,288.8,313,0.922683706070288
SREEL,169.95,184.2,0.922638436482085
NBIFIN,2451,2657.15,0.922416875223454
GANDHITUBE,415.3,450.25,0.922376457523598
GODREJAGRO,584,633.25,0.922226608764311
KEYFINSERV,72,78.1,0.921895006402049
NAVNETEDUL,102.3,111,0.921621621621621
INDSWFTLAB,57.6,62.5,0.9216
INTELLECT,646,701,0.921540656205421
EMAMIPAP,149,161.75,0.921174652241113
L&TFH,80.05,86.9,0.921173762945915
ICICILOVOL,130.7,141.9,0.92107117688513
INDIGOPNTS,2302.5,2500.05,0.920981580368393
HEROMOTOCO,2639,2865.5,0.920956203105915
ELECON,148.35,161.1,0.920856610800745
HILTON,12.2,13.25,0.920754716981132
HAVELLS,1243.75,1351,0.920614359733531
MANAKSTEEL,28.25,30.7,0.920195439739414
SHYAMMETL,333.05,362,0.920027624309392
ALOKINDS,21.8,23.7,0.919831223628692
BRITANNIA,3641.05,3959.15,0.919654471288029
ACE,230,250.1,0.919632147141144
MADRASFERT,28,30.45,0.919540229885058
DICIND,418.65,455.3,0.919503623984186
TPLPLASTEH,172,187.1,0.919294494922501
BURGERKING,149.2,162.35,0.919002155836156
SELAN,141.75,154.25,0.918962722852512
