,SYMBOL
0,TRIDENT
1,KPITTECH
2,ADANIENT
3,TATAELXSI
4,FLUOROCHEM
5,IEX
6,TATAPOWER
7,TATAMTRDVR
8,PERSISTENT
9,MINDTREE
10,LTTS
11,CENTURYPLY
12,GRINDWELL
13,PRINCEPIPE
14,SOLARINDS
15,BSE
16,HIKAL
17,TCIEXP
18,BALAMINES
19,LUXIND
20,VEDL
21,APOLLOHOSP
22,MAXHEALTH
23,TATAMOTORS
24,LINDEINDIA
25,CARBORUNIV
26,DCMSHRIRAM
27,HINDCOPPER
28,KEI
29,SKFINDIA
30,SCI
31,JSL
32,SOBHA
33,JSLHISAR
34,SUPRAJIT
35,BSOFT
36,MASTEK
37,POLYCAB
38,SONATSOFTW
39,RADICO
40,MPHASIS
41,SFL
42,HEG
43,IBREALEST
44,ASAHIINDIA
45,NATIONALUM
46,CYIENT
47,VTL
48,TIINDIA
49,THERMAX
50,POLYPLEX
51,COFORGE
52,FINCABLES
53,POWERINDIA
54,DEEPAKNTR
55,INTELLECT
56,MINDAIND
57,CENTURYTEX
58,TCNSBRANDS
59,NETWORK18
60,BEML
61,DMART
62,TATACHEM
63,LTI
64,BRIGADE
65,JKPAPER
66,KSB
67,SAIL
68,DELTACORP
69,DLF
70,CANBK
71,ABB
72,GRASIM
73,CAMS
74,TRITURBINE
75,MINDACORP
76,LAXMIMACH
77,TATACOFFEE
78,FSL
79,HEMIPROP
80,FACT
81,BALRAMCHIN
82,SBIN
83,GREAVESCOT
84,JKLAKSHMI
85,INGERRAND
86,MAHLOG
87,SCHAEFFLER
88,CHAMBLFERT
89,TTKPRESTIG
90,MMTC
91,HINDALCO
92,POLYMED
93,JSWSTEEL
94,TATASTEEL
95,JAMNAAUTO
96,OIL
97,PEL
98,QUESS
99,BIRLACORPN
100,BAJAJFINSV
101,OBEROIRLTY
102,ZENSARTECH
103,INDIANB
104,HAVELLS
105,FORTIS
106,RAJESHEXPO
107,UTIAMC
108,MCDOWELL-N
109,SWSOLAR
110,WIPRO
111,NH
112,TECHM
113,CRISIL
114,PAGEIND
115,BEL
116,CGCL
117,GUJALKALI
118,ONGC
119,ISEC
120,AAVAS
121,GUJGASLTD
122,EQUITASBNK
123,VMART
124,TITAN
125,GNFC
126,DALBHARAT
127,JKCEMENT
128,BAJAJELEC
129,ROSSARI
130,BHARTIARTL
131,WELSPUNIND
132,ORIENTELEC
133,IOB
134,LT
135,ABFRL
136,BANKBARODA
137,HAL
138,UPL
139,TIMKEN
140,PNCINFRA
141,CHALET
142,BHEL
143,RELAXO
144,ADANIPORTS
145,INDHOTEL
146,BLUEDART
147,VIPIND
148,GODREJPROP
149,ULTRACEMCO
150,ESCORTS
151,ELGIEQUIP
152,BAJAJHLDNG
153,GLAND
154,IFBIND
155,CAPLIPOINT
156,INFY
157,ROUTE
158,SHRIRAMCIT
159,VINATIORGA
160,ASIANPAINT
161,NCC
162,TORNTPOWER
163,KAJARIACER
164,STLTECH
165,TRENT
166,GRAPHITE
167,PRESTIGE
168,GODREJIND
169,ICICIBANK
170,CERA
171,TVSMOTOR
172,MAHINDCIE
173,RAIN
174,NILKAMAL
175,ICIL
176,PIDILITIND
177,SIEMENS
178,JBCHEPHARM
179,ASTRAL
180,LALPATHLAB
181,TATACONSUM
182,NOCIL
183,PGHH
184,CCL
185,PHOENIXLTD
186,MOTILALOFS
187,WABCOINDIA
188,GSFC
189,LEMONTREE
190,SRTRANSFIN
191,BLUESTARCO
192,EQUITAS
193,NBCC
194,AMBUJACEM
195,CHOLAFIN
196,CUMMINSIND
197,EIHOTEL
198,JUBLFOOD
199,ZEEL
200,SUNDRMFAST
201,BASF
202,JKTYRE
203,IIFLWAM
204,IRB
205,GALAXYSURF
206,UBL
207,INDIGO
208,PRSMJOHNSN
209,NHPC
210,VOLTAS
211,CENTRALBK
212,RCF
213,INDIAMART
214,MAZDOCK
215,SUNPHARMA
216,MAHABANK
217,MOIL
218,MARICO
219,CONCOR
220,ACC
221,GARFIBRES
222,WELCORP
223,AUBANK
224,FINEORG
225,HINDPETRO
226,SUNTECK
227,HATSUN
228,INOXLEISUR
229,IOC
230,UNIONBANK
231,VENKEYS
232,BHARATFORG
233,AMBER
234,CROMPTON
235,HINDZINC
236,RVNL
237,METROPOLIS
238,SBILIFE
239,ICICIPRULI
240,NAUKRI
241,LAURUSLABS
242,MFSL
243,NMDC
244,JINDALSTEL
245,EIDPARRY
246,KEC
247,CHOLAHLDNG
248,IDFC
249,GSPL
250,ENDURANCE
251,ERIS
252,AJANTPHARM
253,WESTLIFE
254,INDOCO
255,BAJFINANCE
256,ASHOKLEY
257,OFSS
258,MRPL
259,LAOPALA
260,GAEL
261,SPICEJET
262,BATAINDIA
263,FEDERALBNK
264,SUMICHEM
265,TCS
266,BOSCHLTD
267,JINDALSAW
268,DABUR
269,HDFC
270,PIIND
271,KARURVYSYA
272,GODREJCP
273,SUNDARMFIN
274,BERGEPAINT
275,M&M
276,TV18BRDCST
277,MUTHOOTFIN
278,HCLTECH
279,MARUTI
280,TEAMLEASE
281,NTPC
282,SIS
283,PHILIPCARB
284,NFL
285,ABBOTINDIA
286,SUPREMEIND
287,KALPATPOWR
288,GESHIP
289,RATNAMANI
290,BALKRISIND
291,UFLEX
292,SYMPHONY
293,EMAMILTD
294,GAIL
295,SUNTV
296,INDIACEM
297,DIVISLAB
298,CANFINHOME
299,VGUARD
300,IDEA
301,DBL
302,SCHNEIDER
303,PVR
304,CIPLA
305,SUVENPHAR
306,IDFCFIRSTB
307,SPARC
308,ATUL
309,ITC
310,SUDARSCHEM
311,NAVINFLUOR
312,NLCINDIA
313,NAM-INDIA
314,BANKINDIA
315,VBL
316,ASHOKA
317,SYNGENE
318,KANSAINER
319,LICHSGFIN
320,APOLLOTYRE
321,SHARDACROP
322,SJVN
323,3MINDIA
324,ABCAPITAL
325,GLAXO
326,SBICARD
327,HINDUNILVR
328,NIACL
329,RAMCOCEM
330,HONAUT
331,ASTERDM
332,PNB
333,NESCO
334,IDBI
335,SHILPAMED
336,RELIANCE
337,POWERGRID
338,REDINGTON
339,GODFRYPHLP
340,NESTLEIND
341,TATACOMM
342,HEIDELBERG
343,CSBBANK
344,HDFCLIFE
345,GMMPFAUDLR
346,HUDCO
347,ZYDUSWELL
348,RITES
349,BDL
350,PFC
351,GICRE
352,GODREJAGRO
353,AVANTIFEED
354,COALINDIA
355,SEQUENT
356,INDUSINDBK
357,AIAENG
358,TASTYBITE
359,STARCEMENT
360,JYOTHYLAB
361,MHRIL
362,SHREECEM
363,EDELWEISS
364,TORNTPHARM
365,UCOBANK
366,THYROCARE
367,ALKEM
368,ICICIGI
369,BAJAJ-AUTO
370,DHANUKA
371,EICHERMOT
372,BIOCON
373,HDFCBANK
374,CASTROLIND
375,ENGINERSIN
376,RECLTD
377,AXISBANK
378,KSCL
379,BRITANNIA
380,SANOFI
381,COCHINSHIP
382,WHIRLPOOL
383,MCX
384,JUSTDIAL
385,BHARATRAS
386,DRREDDY
387,IGL
388,COLPAL
389,IBULHSGFIN
390,MIDHANI
391,GILLETTE
392,BAYERCROP
393,PFIZER
394,MRF
395,BPCL
396,CEATLTD
397,KNRCON
398,KOTAKBANK
399,RALLIS
400,LUPIN
401,CADILAHC
402,ITI
403,HDFCAMC
404,ALOKINDS
405,VARROC
406,GLENMARK
407,M&MFIN
408,EXIDEIND
409,VAKRANGEE
410,NATCOPHARM
411,MANAPPURAM
412,PETRONET
413,HEROMOTOCO
414,L&TFH
415,COROMANDEL
416,WOCKPHARMA
417,GPPL
418,DCBBANK
419,JMFINANCIL
420,BBTC
421,RBLBANK
422,IPCALAB
423,MGL
424,JCHAC
425,ALEMBICLTD
426,YESBANK
427,KPRMILL
428,ADVENZYMES
429,KRBL
430,EPL
431,GRANULES
432,BANDHANBNK
433,CUB
434,BAJAJCON
435,AEGISCHEM
436,AARTIIND
437,ASTRAZEN
438,APLLTD
439,PGHL
440,ALKYLAMINE
441,SOLARA
442,FDC
443,CREDITACC
444,AUROPHARMA
445,FRETAIL
446,AMARAJABAT
447,AARTIDRUGS
448,HATHWAY
449,DHANI
450,STAR
451,IRCON
452,INFIBEAM
453,DIXON
454,APLAPOLLO
455,UJJIVANSFB
456,SRF
457,IOLCP
458,UJJIVAN
459,SPANDANA
460,FINPIPE
461,VAIBHAVGBL
462,VALIANTORG
463,CESC
464,IRCTC
