,SYMBOL
469,SANGHIIND
470,ELGIEQUIP
471,BAJAJHLDNG
472,CTE
473,GLAND
474,IFBIND
475,CAPLIPOINT
476,INFY
477,ROUTE
478,SHRIRAMCIT
479,PSUBNKBEES
480,VINATIORGA
481,MANGLMCEM
482,ASIANPAINT
483,SHANKARA
484,JAGRAN
485,NCC
486,ANUP
487,TORNTPOWER
488,KAJARIACER
489,STLTECH
490,PDMJEPAPER
491,RSSOFTWARE
492,ANIKINDS
493,VSTTILLERS
494,BINDALAGRO
495,WEIZMANIND
496,GTNTEX
497,VETO
498,DCAL
499,RCOM
500,TRENT
501,NSIL
502,GRAPHITE
503,PRESTIGE
504,UTISENSETF
505,GODREJIND
506,HPL
507,WSTCSTPAPR
508,GUFICBIO
509,ICICIBANK
510,HTMEDIA
511,MIRZAINT
512,CERA
513,ONMOBILE
514,WENDT
515,CONTROLPR
516,TVSMOTOR
517,TATAMETALI
518,TIMESGTY
519,SUNDARMHLD
520,MAHINDCIE
521,AXISCADES
522,HERITGFOOD
523,WHEELS
524,MADHUCON
525,RAIN
526,NILKAMAL
527,HERCULES
528,ORIENTHOT
529,J&KBANK
530,ICIL
531,BANARISUG
532,UMANGDAIRY
533,PIDILITIND
534,NETFMID150
535,SIEMENS
536,MOTHERSUMI
537,DECCANCE
538,APOLSINHOT
539,JBCHEPHARM
540,ASTRAL
541,TMRVL
542,HCC
543,KREBSBIO
544,AROGRANITE
545,VISAKAIND
546,GANECOS
547,LALPATHLAB
548,GANDHITUBE
549,TATACONSUM
550,MOREPENLAB
551,ICICIM150
552,NCLIND
553,TATAINVEST
554,NOCIL
555,ARIES
556,PGHH
557,ABSLNN50ET
558,STEELCITY
559,CPSEETF
560,CCL
561,MAITHANALL
562,RIIL
563,PNBGILTS
564,KAMATHOTEL
565,MORARJEE
566,PHOENIXLTD
567,MADRASFERT
568,SPLIL
569,SCHAND
570,MOTILALOFS
571,HCL-INSYS
572,WABCOINDIA
573,GSFC
574,RPGLIFE
575,LEMONTREE
576,SRTRANSFIN
577,KKCL
578,JPINFRATEC
579,BLUESTARCO
580,VASCONEQ
581,AGROPHOS
582,EQUITAS
583,NBCC
584,CIGNITITEC
585,AMBUJACEM
586,CHOLAFIN
587,TRIGYN
