,SYMBOL,tp,wp,mp,tmp,smp,yp,Value
42,ALLSEC,569.95,468.05,417.2,435.5,335.35,238.6,1.2177117829291744
601,KDDL,571.45,470.1,442.25,367.5,303.15,156.85,1.215592427143161
1076,SUULD,265.3,218.45,536.25,487.65,296.35,103.4,1.2144655527580683
960,SANGHVIMOV,224.6,185.6,188.0,197.8,126.65,79.55,1.2101293103448276
726,MINDACORP,167.3,139.15,132.95,134.55,108.4,68.6,1.202299676607977
1042,SPTL,6.65,5.55,4.85,4.9,3.15,2.3,1.1981981981981984
82,ASAHIINDIA,422.4,352.7,357.45,364.1,301.75,221.45,1.197618372554579
136,BBL,1612.8,1350.0,1321.25,1405.65,1128.6,720.15,1.1946666666666665
1145,TRITURBINE,201.35,169.75,173.9,120.45,99.65,71.25,1.1861561119293078
1102,TCI,688.15,581.5,423.3,446.25,278.75,227.95,1.1834049871023216
641,KUANTUM,89.25,75.75,79.2,88.6,68.55,42.5,1.1782178217821782
859,PIONDIST,196.35,167.65,173.45,126.65,108.0,104.55,1.1711899791231732
717,MCDOWELL-N,973.6,834.45,865.15,643.05,543.45,544.2,1.1667565462280545
880,PRECWIRE,300.1,257.35,226.9,223.15,193.7,129.3,1.166116184184962
95,ASTRAMICRO,240.0,206.85,206.1,174.75,116.7,110.75,1.160261058738216
407,GTNTEX,8.8,7.65,7.15,9.4,5.7,5.15,1.150326797385621
235,CTE,62.9,54.8,58.35,84.85,29.05,27.0,1.1478102189781023
1148,TTKPRESTIG,11073.65,9648.15,8878.4,8652.65,7418.7,5999.7,1.1477485321020091
1163,UJJIVAN,180.0,157.35,153.15,227.6,203.0,223.6,1.143946615824595
1214,VOLTAMP,1621.75,1418.25,1524.45,1639.95,1101.9,1015.65,1.1434866913449675
494,IFBAGRO,719.6,632.8,566.05,592.35,416.65,358.2,1.1371681415929205
383,GOKEX,226.2,199.45,203.8,208.65,103.05,71.9,1.1341188267736275
385,GOKULAGRO,54.45,48.05,43.0,43.6,23.4,13.65,1.1331945889698232
757,NAHARCAP,319.75,282.55,284.9,366.65,101.65,66.35,1.131658113608211
649,LGBBROSLTD,556.25,493.15,452.85,514.05,286.65,250.15,1.127952955490216
750,MUKTAARTS,48.4,42.95,42.0,39.65,29.5,27.15,1.1268917345750873
9,ABB,2079.7,1845.6,1858.9,1636.45,1380.6,937.85,1.1268422193324663
375,GNFC,497.35,441.45,425.2,372.95,374.15,208.45,1.126628157209197
1038,SPENCERS,135.5,120.55,129.45,102.2,69.15,73.6,1.1240149315636665
251,DCMNVL,273.95,243.9,222.95,206.2,89.4,26.5,1.1232062320623206
162,BLUEDART,6998.75,6236.3,6419.7,5577.25,5405.4,3723.15,1.1222599939066433
1193,VBL,921.45,824.3,910.2,792.75,993.4,694.3,1.1178575761251972
27,AGROPHOS,17.85,16.0,15.65,15.0,11.6,8.05,1.115625
59,ANUP,1064.15,954.4,946.0,1000.6,583.0,565.3,1.1149937133277452
396,GRAVITA,225.5,202.9,197.8,193.45,93.55,42.6,1.1113849186791522
180,CANBK,214.65,193.35,176.85,156.8,143.45,92.05,1.1101629169899148
1220,VTL,2009.75,1811.8,1838.25,1967.3,1266.7,815.4,1.1092559885197042
22,ADSL,93.35,84.25,75.75,64.8,47.5,21.8,1.1080118694362018
539,ISFT,142.4,128.65,127.4,115.15,84.75,73.4,1.1068791294209095
399,GREENPLY,229.75,207.85,181.45,203.3,201.9,88.2,1.1053644455135916
131,BANSWRAS,205.25,185.7,160.85,236.95,110.9,73.0,1.1052773290253097
158,BIRLACORPN,1495.05,1366.55,1387.55,1364.45,932.1,669.25,1.0940324174014855
367,GLAXO,1597.6,1462.4,1469.3,1691.8,1464.2,1400.55,1.0924507658643325
352,GAYAPROJ,44.35,40.7,50.2,45.8,28.25,23.2,1.0896805896805897
441,HIKAL,546.1,501.45,576.55,552.5,343.05,167.1,1.0890417788413602
944,RUSHIL,274.15,252.0,255.15,312.35,203.4,90.5,1.0878968253968253
182,CAPACITE,174.0,160.15,164.3,233.7,187.25,130.6,1.0864814236653138
196,CENTUM,571.0,525.65,483.1,512.95,390.0,278.35,1.0862741367830306
450,HIRECT,199.3,183.8,191.7,159.75,130.65,125.0,1.0843307943416758
172,BSL,81.2,74.9,63.05,68.75,45.95,29.75,1.0841121495327102
1027,SOBHA,827.8,765.2,778.5,622.9,477.2,295.8,1.0818086774699425
1101,TBZ,97.45,90.1,80.05,83.9,63.45,42.1,1.08157602663707
228,COSMOFILMS,1576.9,1458.2,1471.05,1348.35,744.8,450.6,1.081401728158003
551,JAIBALAJI,53.4,49.45,54.0,67.45,49.4,16.1,1.0798786653185035
1128,TIMKEN,1787.9,1657.15,1681.75,1492.35,1398.55,1091.45,1.0789005219805088
1075,SUTLEJTEX,69.4,64.35,66.95,70.05,49.95,26.85,1.0784770784770787
204,CHAMBLFERT,363.1,336.75,339.85,318.05,221.85,164.7,1.0782479584261322
511,INDIGO,2179.3,2021.2,1976.05,1662.55,1662.95,1423.15,1.0782208588957056
49,AMBUJACEM,409.8,380.35,402.25,419.05,314.4,248.0,1.0774286841067438
954,SALONA,204.55,189.9,200.95,232.3,92.8,70.25,1.0771458662453923
622,KOKUYOCMLN,69.25,64.3,67.45,72.8,56.15,59.65,1.0769828926905132
273,DOLLAR,462.2,429.2,375.65,372.3,243.0,140.0,1.0768872320596459
819,ORIENTABRA,29.75,27.65,28.85,33.7,25.45,18.95,1.0759493670886076
412,GUJGASLTD,639.55,595.2,613.7,770.25,534.95,312.85,1.074512768817204
4,AARON,108.45,100.95,99.3,115.95,52.9,32.7,1.074294205052006
77,ARROWGREEN,122.35,113.9,119.7,160.85,77.6,44.75,1.0741878841088672
666,LTTS,4903.1,4564.85,4644.35,3635.15,2549.15,1691.15,1.0740988203336364
567,JKCEMENT,3390.45,3157.8,3208.5,3349.2,2778.35,1874.6,1.0736747102413071
