,SYMBOL,tp,wp,mp,tmp,smp,yp,Value
253,DCMNVL,299.95,318.5,235.9,201.4,118.4,28.7,16.687177320467196
354,GANESHHOUC,220.8,206.85,202.35,123.95,62.15,27.6,15.492677370414988
1,21STCENMGM,62.75,59.25,50.1,29.4,14.85,9.8,15.074570931513467
1067,SPTL,11.55,9.1,5.55,4.0,3.75,2.5,13.937811850311853
1017,SHAREINDIA,887.95,872.45,783.0,515.4,458.75,109.35,13.930480342322825
360,GENESYS,276.7,279.7,265.8,131.35,98.65,43.5,13.302653184980482
44,ALMONDZ,111.05,130.2,129.15,69.2,35.3,17.05,12.976629089373054
1166,TRIDENT,45.2,39.65,41.85,20.2,16.65,8.15,12.718373316073855
687,LYKALABS,116.7,100.5,84.9,73.3,60.4,18.1,12.507472663605116
398,GOODLUCK,282.1,291.7,303.45,271.5,98.1,44.6,12.13652349059452
578,JINDWORLD,168.15,140.7,112.95,63.5,53.35,49.15,11.904826533326485
274,DNAMEDIA,2.4,2.65,2.55,1.8,1.7,0.35,11.44907774430527
396,GOLDIAM,911.35,913.85,958.8,749.35,423.25,152.6,11.289331286993185
432,HBSL,35.9,40.55,38.2,42.65,18.1,5.6,11.060992085840152
882,PITTIENG,204.3,198.3,173.3,162.75,67.55,45.55,10.974044749704845
297,ELECON,182.15,173.45,157.6,163.0,89.4,32.95,10.888962194810514
249,DBREALTY,40.3,46.55,42.4,21.3,20.25,7.85,10.8321076640209
856,PARSVNATH,16.85,19.3,15.2,13.1,8.85,3.05,10.696414134576647
615,KDDL,662.25,601.5,512.85,369.1,290.95,165.45,10.465424106237629
22,ADSL,106.55,128.75,84.7,58.1,56.4,23.65,10.31391898518173
774,NAHARCAP,315.0,349.6,285.7,240.9,126.45,69.85,10.311948156744757
394,GOKULAGRO,59.85,69.15,43.25,39.9,28.0,13.55,10.303798960031717
963,RSWM,440.4,472.3,334.6,322.85,238.5,91.3,10.282956754893442
1124,TATAMTRDVR,288.0,286.65,243.55,132.8,147.5,72.65,10.27264734814614
571,JBMA,890.7,702.4,599.0,466.3,425.35,257.9,10.212907260209885
1274,ZENTEC,212.15,214.6,229.1,79.2,74.4,76.85,10.205310906380124
1125,TATAPOWER,237.1,239.75,229.75,126.2,104.9,58.85,10.188836837317183
337,FLUOROCHEM,2100.9,2107.85,1986.65,1634.8,831.0,519.55,9.91117350276067
718,MARALOVER,79.35,85.5,80.85,74.1,38.45,16.45,9.867794824593663
664,LFIC,156.35,126.85,79.55,78.15,80.2,57.7,9.85783510112607
647,KPITTECH,449.45,403.7,345.75,332.15,245.05,105.85,9.846626579352382
246,DATAMATICS,320.75,333.45,331.3,276.6,134.65,73.65,9.826845306165087
505,IEX,785.75,788.8,845.35,401.45,372.2,206.6,9.797249052288368
26,AGARIND,375.5,384.25,351.5,308.85,218.75,80.05,9.668697389670825
889,POKARNA,616.2,661.55,559.65,448.55,319.45,143.25,9.636765106116385
753,MONTECARLO,605.5,520.25,395.95,327.15,265.15,216.8,9.620439695657131
42,ALLCARGO,354.4,365.0,265.95,205.05,133.55,122.8,9.571580395967258
258,DELTAMAGNT,69.3,70.0,68.65,49.95,29.55,19.05,9.369828645505361
551,ISFT,184.25,171.2,138.85,105.2,80.55,63.25,9.355066652297317
225,CONSOFINVT,144.2,150.85,159.65,118.0,59.25,38.45,9.265256549865423
848,OSWALAGRO,24.0,20.3,17.0,14.85,9.5,9.65,9.223554753494222
1120,TATAELXSI,6390.75,6591.8,6289.35,4732.6,3566.15,1560.85,9.222452493211103
745,MINDTREE,4839.4,4888.05,4747.55,3345.05,2122.7,1395.85,9.202952432217739
