,SYMBOL
0,GNFC
1,TATAELXSI
2,KPITTECH
3,LINDEINDIA
4,SUPPETRO
5,ADANIENT
6,TV18BRDCST
7,GUJALKALI
8,POLYPLEX
9,POWERINDIA
10,JKPAPER
11,GAEL
12,TATAPOWER
13,INGERRAND
14,BALRAMCHIN
15,INTELLECT
16,CENTURYPLY
17,HINDALCO
18,LEMONTREE
19,NATIONALUM
20,PERSISTENT
21,NETWORK18
22,VEDL
23,ADANIGREEN
24,MINDACORP
25,KEI
26,VIPIND
27,SOLARINDS
28,GREAVESCOT
29,DCMSHRIRAM
30,SHARDACROP
31,JINDALSTEL
32,INOXLEISUR
33,GRINDWELL
34,DELTACORP
35,THERMAX
36,INDHOTEL
37,JSLHISAR
38,CHALET
39,TRENT
40,GSFC
41,BDL
42,MINDTREE
43,EIHOTEL
44,CHOLAFIN
45,TRITURBINE
46,IRB
47,MINDAIND
48,NH
49,TATASTEEL
50,MASTEK
51,SFL
52,BANKBARODA
53,JSWSTEEL
54,CUMMINSIND
55,ONGC
56,TIINDIA
57,TCNSBRANDS
58,CGCL
59,PVR
60,RATNAMANI
61,OIL
62,JSL
63,MPHASIS
64,ECLERX
65,CHAMBLFERT
66,ABFRL
67,BRIGADE
68,CRISIL
69,CANBK
70,IIFL
71,KSB
72,CREDITACC
73,LAXMIMACH
74,TATACHEM
75,TIMKEN
76,UFLEX
77,BALAMINES
78,ATUL
79,HIKAL
80,TATAMTRDVR
81,UTIAMC
82,FINEORG
83,DEEPAKNTR
84,CENTURYTEX
85,SUNDRMFAST
86,TATAMOTORS
87,IDFC
88,TITAN
89,PRINCEPIPE
90,IIFLWAM
91,BAJAJFINSV
92,POLYCAB
93,TANLA
94,UPL
95,PRESTIGE
96,COALINDIA
97,LTTS
98,NMDC
99,SBIN
100,APOLLOHOSP
101,MAXHEALTH
102,SUVENPHAR
103,OBEROIRLTY
104,BLUEDART
105,BSOFT
106,SUNPHARMA
107,LAURUSLABS
108,SKFINDIA
109,MOTILALOFS
110,INDIANB
111,BEML
112,TCIEXP
113,FEDERALBNK
114,ITC
115,RCF
116,FORTIS
117,CONCOR
118,BASF
119,VMART
120,GRAPHITE
121,FACT
122,CYIENT
123,RELIANCE
124,AMBER
125,ASTERDM
126,HINDCOPPER
127,SONATSOFTW
128,HAL
129,ELGIEQUIP
130,GRASIM
131,PHOENIXLTD
132,PAGEIND
133,POLYMED
134,INFY
135,BAJAJHLDNG
136,VINATIORGA
137,AUBANK
138,TATACOFFEE
139,SUMICHEM
140,ZEEL
141,MOIL
142,JAMNAAUTO
143,LAOPALA
144,NAVINFLUOR
145,SPARC
146,BHARTIARTL
147,TECHM
148,NLCINDIA
149,BEL
150,SCHNEIDER
151,CCL
152,ADANIPORTS
153,ABB
154,CIPLA
155,TORNTPOWER
156,NTPC
157,GESHIP
158,CARBORUNIV
159,SAIL
160,SIS
161,BATAINDIA
162,BAJFINANCE
163,INDIACEM
164,GAIL
165,TEAMLEASE
166,MHRIL
167,CERA
168,RADICO
169,VOLTAS
170,SIEMENS
171,LTI
172,PIDILITIND
173,MMTC
174,MCDOWELL-N
175,IDBI
176,SUPRAJIT
177,POWERGRID
178,SCI
179,GALAXYSURF
180,EIDPARRY
181,BLUESTARCO
182,IOC
183,RAJESHEXPO
184,SYMPHONY
185,INDIGO
186,ICICIBANK
187,TVSMOTOR
188,WABCOINDIA
189,L&TFH
190,ALKEM
191,JBCHEPHARM
192,ORIENTELEC
193,CANFINHOME
194,IOB
195,WIPRO
196,SHRIRAMCIT
197,BAJAJ-AUTO
198,TCS
199,EQUITAS
200,LT
201,STLTECH
202,TATACONSUM
203,DLF
204,ESCORTS
205,KPRMILL
206,WELCORP
207,ERIS
208,GLAND
209,DMART
210,BHARATRAS
211,PGHH
212,ASAHIINDIA
213,BHARATFORG
214,AXISBANK
215,DIVISLAB
216,RVNL
217,VBL
218,PEL
219,COFORGE
220,RAIN
221,PIIND
222,ZENSARTECH
223,VENKEYS
224,NFL
225,NILKAMAL
226,NAM-INDIA
227,NOCIL
228,BALKRISIND
229,HINDZINC
230,ALOKINDS
231,JKTYRE
232,COROMANDEL
233,SOBHA
234,PRSMJOHNSN
235,HATSUN
236,ACC
237,ASTRAL
238,SYNGENE
239,APLAPOLLO
240,HEG
241,MAHABANK
242,ABCAPITAL
243,UNIONBANK
244,COLPAL
245,SUNTECK
246,KALPATPOWR
247,GLAXO
248,BANDHANBNK
249,HCLTECH
250,SBILIFE
251,GMMPFAUDLR
252,KSCL
253,KARURVYSYA
254,ASIANPAINT
255,VGUARD
256,CAMS
257,BAJAJELEC
258,REDINGTON
259,CAPLIPOINT
260,INDUSINDBK
261,ROUTE
262,MAZDOCK
263,CENTRALBK
264,CHOLAHLDNG
265,NHPC
266,HINDPETRO
267,BHEL
268,VARROC
269,MARICO
270,EQUITASBNK
271,SUPREMEIND
272,RITES
273,SJVN
274,GODREJPROP
275,AJANTPHARM
276,ULTRACEMCO
277,TATASTLLP
278,AUROPHARMA
279,UBL
280,PNB
281,JINDALSAW
282,M&MFIN
283,BAYERCROP
284,SANOFI
285,GRANULES
286,MARUTI
287,GSPL
288,HDFCBANK
289,GODFRYPHLP
290,SUNTV
291,MRPL
292,ISEC
293,INDOCO
294,GARFIBRES
295,M&M
296,MCX
297,ASHOKLEY
298,HAVELLS
299,ENGINERSIN
300,PFC
301,TORNTPHARM
302,APOLLOTYRE
303,PNCINFRA
304,TATACOMM
305,SUDARSCHEM
306,FSL
307,SBICARD
308,SRTRANSFIN
309,LICHSGFIN
310,APLLTD
311,MUTHOOTFIN
312,DHANUKA
313,WESTLIFE
314,RELAXO
315,AEGISCHEM
