,SYMBOL
316,OFSS
317,BPCL
318,HONAUT
319,JYOTHYLAB
320,DRREDDY
321,SUNDARMFIN
322,HEMIPROP
323,KOTAKBANK
324,STARCEMENT
325,KAJARIACER
326,ASHOKA
327,ABBOTINDIA
328,NESCO
329,MIDHANI
330,KRBL
331,DABUR
332,GUJGASLTD
333,NESTLEIND
334,NATCOPHARM
335,NBCC
336,KEC
337,JUSTDIAL
338,AARTIIND
339,BOSCHLTD
340,GLENMARK
341,RECLTD
342,SHREECEM
343,BERGEPAINT
344,BIOCON
345,UCOBANK
346,AIAENG
347,YESBANK
348,BIRLACORPN
349,ICICIGI
350,MAHLOG
351,SWSOLAR
352,GILLETTE
353,JKLAKSHMI
354,AMBUJACEM
355,ICICIPRULI
356,EICHERMOT
357,EXIDEIND
358,BANKINDIA
359,AAVAS
360,NCC
361,LALPATHLAB
362,PFIZER
363,CSBBANK
364,HEROMOTOCO
365,MRF
366,COCHINSHIP
367,IFBIND
368,DALBHARAT
369,HDFC
370,IEX
371,EPL
372,CUB
373,HUDCO
374,KNRCON
375,IBREALEST
376,WELSPUNIND
377,JCHAC
378,EMAMILTD
379,RALLIS
380,HEIDELBERG
381,GODREJIND
382,BRITANNIA
383,3MINDIA
384,JMFINANCIL
385,CROMPTON
386,MGL
387,QUESS
388,LUXIND
389,ITI
390,MAHINDCIE
391,GODREJAGRO
392,GICRE
393,ROSSARI
394,ADVENZYMES
395,PETRONET
396,GPPL
397,INDUSTOWER
398,ASTRAZEN
399,HINDUNILVR
400,IDFCFIRSTB
401,DCBBANK
402,IDEA
403,LUPIN
404,PNBHOUSING
405,RAMCOCEM
406,JUBLFOOD
407,TASTYBITE
408,NAUKRI
409,NIACL
410,FINCABLES
411,IRCON
412,SHILPAMED
413,METROPOLIS
414,FDC
415,JKCEMENT
416,CASTROLIND
417,HDFCAMC
418,CEATLTD
419,AVANTIFEED
420,MFSL
421,HDFCLIFE
422,WHIRLPOOL
423,IGL
424,GODREJCP
425,KANSAINER
426,THYROCARE
427,SPICEJET
428,ALKYLAMINE
429,BBTC
430,PGHL
431,RBLBANK
432,IBULHSGFIN
433,ENDURANCE
434,AMARAJABAT
435,IOLCP
436,ICIL
437,MANAPPURAM
438,SEQUENT
439,ZYDUSWELL
440,ALEMBICLTD
441,HATHWAY
442,VALIANTORG
443,EDELWEISS
444,AARTIDRUGS
445,BAJAJCON
446,BSE
447,FRETAIL
448,STAR
449,CESC
450,DIXON
451,SRF
452,UJJIVANSFB
453,UJJIVAN
454,WOCKPHARMA
455,VAKRANGEE
456,SPANDANA
457,AFFLE
458,SOLARA
459,INDIAMART
460,FINPIPE
461,IRCTC
462,IPCALAB
463,DBL
464,VAIBHAVGBL
465,TTKPRESTIG
466,SCHAEFFLER
467,DHANI
468,INFIBEAM
469,VTL
