,SYMBOL,tp,wp,mp,tmp,smp,yp,Value
804,NECCLTD,34.65,33.2,19.9,22.55,18.45,7.85,28.02558791564844
1197,UGARSUGAR,79.75,79.2,67.9,33.3,29.0,17.15,23.721720016205076
803,NDTV,239.5,210.0,197.05,118.9,86.25,56.05,23.57425919689676
893,PITTIENG,320.85,330.2,256.2,265.55,153.55,63.8,23.074236230469378
786,NAHARPOLY,570.05,567.2,515.9,320.4,243.5,105.2,22.69858517410825
367,GANESHHOUC,260.35,270.2,196.45,204.8,165.95,73.4,21.928644190641744
398,GOACARBON,546.3,519.45,374.7,385.9,363.2,299.05,21.83588588861257
393,GMDCLTD,191.8,218.15,163.4,109.85,74.95,53.05,21.711598028517553
751,MGEL,208.8,220.75,218.8,139.35,50.7,46.0,21.598983124970243
591,JINDWORLD,284.8,292.05,308.45,293.65,92.05,45.1,21.510453506910963
826,NIBL,30.05,26.4,21.1,25.65,18.75,18.9,21.168288070636162
785,NAHARCAP,567.1,600.15,599.2,420.2,271.35,89.55,21.127935903098702
1076,SPECIALITY,165.9,162.6,154.55,100.3,73.95,37.85,21.108661127971867
669,KRISHANA,271.1,316.75,210.2,173.35,195.05,87.2,21.105577894450334
464,HILTON,33.8,35.6,27.85,27.05,13.3,11.6,21.00421234855206
1132,TATAELXSI,9035.5,8685.2,7213.4,6312.0,5594.05,2999.9,20.877537342865907
1046,SHYAMCENT,22.65,29.95,19.25,17.1,14.4,5.35,20.830240506902424
405,GOKEX,392.25,378.65,361.2,394.05,194.8,82.0,20.774087413693884
910,PRAKASHSTL,5.05,6.8,5.45,8.85,2.05,0.75,20.70267704568847
1026,SGL,32.8,32.65,29.95,34.1,12.65,8.5,20.464924492745332
641,KHAICHEM,120.45,137.0,127.9,76.15,58.7,21.95,20.359639324304723
1014,SEAMECLTD,1359.1,1365.7,1100.95,1102.7,1179.7,408.6,20.28526842611267
681,LEMONTREE,68.25,66.7,54.5,50.0,45.4,30.05,19.93798634562836
397,GNFC,819.65,883.05,707.75,489.25,434.25,307.15,19.89876923293828
982,RUSHIL,526.6,558.8,457.5,352.55,253.3,195.75,19.86660991030338
828,NIITLTD,562.35,652.1,475.95,479.85,372.3,171.6,19.818718196327485
552,INOXLEISUR,522.85,504.9,408.3,378.7,393.25,266.0,19.797447415656286
1016,SELAN,196.0,200.5,148.3,152.55,152.0,118.7,19.74117445765797
577,JAGSNPHARM,278.35,328.65,245.8,176.4,156.35,92.75,19.66294835413982
1044,SHREYAS,347.55,371.7,325.2,267.55,368.7,74.85,19.57595695229216
631,KDDL,969.25,1000.45,840.7,995.45,431.1,372.65,19.47376978617462
1039,SHOPERSTOP,455.15,458.3,387.05,338.05,263.4,191.3,19.3821616103083
1210,USHAMART,121.45,140.65,107.7,95.55,85.75,36.75,19.26000561538318
1078,SPIC,69.5,76.6,57.3,57.3,53.15,29.0,19.16645619464427
1187,TV18BRDCST,72.8,75.55,66.45,48.2,37.95,27.55,19.085921809204603
1033,SHAREINDIA,1136.95,1301.85,1056.65,1151.6,654.05,313.65,19.059779579870455
