,SYMBOL,tp,wp,mp,tmp,smp,yp,Value
1014,VOLTAMP,1090.35,2057.5,2020.75,827.55,1503.5,1060.1,1.317563893420337
362,HATHWAY,30.8,20.4,18.7,23.4,24.0,21.8,1.3162393162393164
213,DALMIASUG,92.15,527.25,502.0,70.15,412.45,225.35,1.3136136849607982
793,RSSOFTWARE,34.5,37.3,33.55,26.3,32.8,25.2,1.311787072243346
922,TBZ,66.55,74.1,67.85,50.8,78.6,59.8,1.3100393700787403
730,PNB,78.1,37.75,35.9,59.7,40.1,33.7,1.3082077051926297
255,ELECON,70.1,174.55,155.6,53.6,167.6,75.25,1.3078358208955223
980,UNIONBANK,85.9,44.05,40.0,65.75,36.25,32.75,1.3064638783269962
203,CREDITACC,383.25,923.05,766.65,293.4,636.45,562.85,1.306237218813906
995,VASWANI,11.8,21.2,22.35,9.05,11.45,9.6,1.3038674033149171
116,BANSWRAS,81.45,257.3,235.55,62.7,153.2,89.55,1.299043062200957
174,CENTEXT,8.05,11.65,12.05,6.2,9.05,4.8,1.2983870967741937
589,MAHSCOOTER,3175.55,3909.4,3415.8,2452.55,4653.95,3367.1,1.2947952131455016
1002,VGUARD,228.15,222.7,218.4,176.25,257.95,226.65,1.294468085106383
530,KESORAMIND,86.65,61.15,51.85,67.25,63.35,68.15,1.2884758364312268
596,MANAPPURAM,93.0,122.6,116.75,72.4,169.15,141.8,1.2845303867403315
645,MUTHOOTFIN,516.0,1374.95,1331.05,403.4,1450.3,1141.95,1.279127416955875
533,KINGFA,735.65,1309.55,1098.3,575.75,998.25,596.4,1.2777247069040383
782,RESPONIND,91.35,172.85,177.55,71.5,122.5,159.0,1.2776223776223776
32,ALANKIT,24.25,15.2,14.0,19.0,17.8,13.95,1.2763157894736843
795,RSYSTEMS,49.0,279.35,252.65,38.4,214.6,117.45,1.2760416666666667
251,EIHAHOTELS,415.45,480.8,408.5,325.8,401.35,221.95,1.2751688152240637
770,RAYMOND,844.75,875.85,702.6,663.4,459.0,315.9,1.2733644859813085
748,PSB,32.9,17.15,15.7,25.9,17.55,16.85,1.2702702702702702
133,BHAGYAPROP,29.2,33.7,31.5,23.05,29.55,28.55,1.2668112798264641
554,KREBSBIO,113.95,167.45,151.55,90.05,173.0,112.75,1.2654081066074403
910,TARMAT,39.35,63.05,60.75,31.1,60.35,43.5,1.265273311897106
860,SMSLIFE,483.2,790.55,727.15,382.45,749.25,641.5,1.2634331285135312
207,CUMMINSIND,849.7,1130.9,1026.5,673.1,991.95,833.4,1.2623681473778041
21,ADORWELD,374.15,652.05,643.2,297.45,680.6,351.5,1.257858463607329
431,IFCI,14.95,13.1,12.65,11.9,13.45,10.45,1.2563025210084033
1009,VIPIND,516.4,725.65,628.15,413.6,506.6,320.25,1.248549323017408
774,RECLTD,122.15,133.8,123.4,97.9,157.85,125.6,1.2477017364657814
253,EIMCOELECO,410.0,356.95,321.4,328.9,412.4,336.0,1.2465795074490726
162,CANBK,275.05,248.35,224.4,220.85,173.0,128.05,1.245415440344125
20,ADFFOODS,269.65,816.95,722.9,216.7,882.65,881.2,1.2443470235348408
193,COLPAL,1343.55,1564.65,1530.65,1081.45,1669.5,1521.8,1.2423597947200518
989,VADILALIND,535.75,1434.0,1435.2,431.25,1042.4,904.9,1.24231884057971
6,AARTIIND,1443.7,969.65,859.45,1162.2,929.85,1434.7,1.242213044226467
311,GET&D,292.65,105.45,88.65,235.75,128.6,107.55,1.24135737009544
703,ORISSAMINE,976.9,3096.75,2789.7,787.05,2863.95,2307.5,1.2412172034813544
937,THANGAMAYL,379.6,1119.85,1179.7,306.15,1111.85,600.95,1.239915074309979
323,GMMPFAUDLR,1180.9,4824.95,4358.85,955.1,4418.7,4090.2,1.2364150350748613
613,MCDOWELL-N,635.8,903.1,877.25,514.3,853.1,522.9,1.2362434376822866
804,SAKSOFT,297.55,944.2,924.5,240.9,1086.05,480.15,1.2351598173515983
287,FMGOETZE,494.1,278.2,265.25,400.15,283.6,295.35,1.2347869548919157
351,GSFC,116.2,176.95,142.0,94.25,129.25,90.4,1.2328912466843502
16,ADANIENT,161.0,2170.95,1758.0,130.6,1468.1,1142.75,1.2327718223583461
961,TRIVENI,47.8,341.3,329.0,38.8,185.05,108.4,1.231958762886598
366,HCC,13.1,18.35,14.95,10.65,9.65,7.4,1.2300469483568075
640,MUKTAARTS,40.95,52.2,44.3,33.3,42.3,28.7,1.2297297297297298
916,TATAINVEST,891.6,1495.95,1369.5,725.45,1367.0,981.8,1.2290302570818112
298,GALLANTT,56.2,70.6,64.75,45.8,75.2,48.3,1.2270742358078603
875,SREEL,245.2,183.45,184.2,200.05,184.95,139.75,1.2256935766058483
321,GMBREW,763.05,723.8,632.65,622.7,612.05,397.1,1.2253894331138588
132,BHAGERIA,287.6,244.55,233.8,235.3,270.5,151.25,1.2222694432639185
936,TGBHOTELS,15.95,11.8,10.35,13.05,9.05,4.4,1.222222222222222
97,AYMSYNTEX,41.95,125.55,110.4,34.35,102.6,43.45,1.2212518195050945
268,ESABINDIA,918.55,3218.5,3356.6,752.2,2196.45,1826.15,1.2211512895506513
423,IDBI,61.25,47.55,43.35,50.2,46.3,34.0,1.2201195219123506
102,BAJFINANCE,2645.15,7366.6,6840.6,2168.0,7668.1,4613.65,1.220087638376384
1032,WINDMACHIN,70.5,45.45,37.75,57.9,29.8,27.85,1.217616580310881
239,DONEAR,37.4,59.6,57.85,30.75,57.3,27.95,1.216260162601626
163,CANFINHOME,288.9,658.25,600.35,237.6,686.8,512.4,1.2159090909090908
267,EROSMEDIA,87.75,34.2,28.5,72.2,21.45,22.65,1.2153739612188366
725,PIIND,862.45,2919.9,2728.6,711.9,3178.35,2542.0,1.2114763309453576
708,PANAMAPET,128.15,304.45,260.05,105.85,266.25,148.85,1.2106754841757206
224,DELTACORP,253.6,328.45,283.05,209.6,263.3,146.4,1.2099236641221374
943,TIINDIA,356.25,1669.8,1530.5,294.55,1396.85,1098.85,1.2094720760482092
972,UCOBANK,20.3,12.7,11.9,16.8,13.65,10.95,1.2083333333333333
660,NCC,88.15,68.7,61.4,73.0,82.45,74.95,1.2075342465753425
58,APOLLOHOSP,1258.3,4606.15,4943.65,1042.25,4481.6,3269.65,1.207291916526745
159,BUTTERFLY,299.8,1405.2,1382.1,248.35,943.15,616.8,1.2071673042077713
478,JAGSNPHARM,31.3,328.65,245.8,26.0,156.35,92.75,1.2038461538461538
594,MANAKSTEEL,22.45,49.0,43.5,18.65,31.85,22.6,1.2037533512064345
639,MTNL,16.2,28.05,22.95,13.5,19.05,15.1,1.2
466,IRB,164.15,257.8,225.15,137.2,203.6,103.95,1.1964285714285716
542,KNRCON,213.15,287.4,286.05,178.25,286.75,201.8,1.1957924263674615
735,POKARNA,160.4,716.95,665.7,134.3,493.6,235.4,1.1943410275502606
113,BANKBARODA,118.8,120.3,107.7,99.5,81.75,63.25,1.1939698492462312
753,PUNJABCHEM,711.95,1467.4,1345.05,596.9,1565.25,850.85,1.1927458535768136
73,ASHOKA,124.4,92.95,89.65,104.35,98.45,83.95,1.1921418303785338
1005,VIMTALABS,314.05,377.35,349.7,263.8,279.85,203.15,1.1904852160727823
905,SYMPHONY,1166.65,1203.65,1079.65,980.45,1070.95,1214.9,1.1899127951450865
990,VAIBHAVGBL,714.6,503.05,401.25,600.6,699.5,3960.55,1.1898101898101898
663,NECCLTD,9.75,33.2,19.9,8.2,18.45,7.85,1.1890243902439026
720,PFS,17.35,19.5,16.5,14.6,20.3,16.6,1.1883561643835618
953,TOKYOPLAST,49.9,114.1,93.4,42.0,101.75,70.7,1.188095238095238
955,TORNTPOWER,261.8,542.55,486.1,220.4,505.05,377.75,1.1878402903811252
984,USHAMART,36.15,140.65,107.7,30.45,85.75,36.75,1.187192118226601
644,MUTHOOTCAP,961.85,282.05,284.45,810.25,395.55,365.45,1.187102746066029
675,NIITLTD,87.0,652.1,475.95,73.35,372.3,171.6,1.1860940695296525
161,CAMLINFINE,54.55,143.75,143.05,46.0,183.55,137.2,1.1858695652173912
582,M&MFIN,473.65,175.05,152.8,400.2,185.2,170.4,1.1835332333833084
939,THERMAX,1120.25,1991.65,1950.7,946.7,1359.7,1322.8,1.1833210098235978
429,IFBAGRO,650.75,693.7,579.3,550.15,565.05,394.8,1.1828592202126693
294,GABRIEL,141.85,123.45,120.5,119.95,153.65,103.45,1.1825760733639015
869,SOUTHBANK,15.55,8.6,7.95,13.15,10.2,7.75,1.182509505703422
790,ROSSELLIND,85.0,191.65,163.15,72.0,156.75,106.15,1.1805555555555556
329,GODFRYPHLP,887.05,1087.75,1020.9,751.4,1195.7,860.8,1.1805296779345222
465,IPCALAB,802.1,1027.65,1000.1,679.45,2411.35,2155.7,1.1805136507469276
700,ORIENTHOT,44.3,67.1,60.45,37.55,38.5,22.15,1.1797603195739015
568,LICNETFGSC,17.85,22.27,22.19,15.14,23.16,21.72,1.178996036988111
18,ADANIPORTS,387.7,839.3,723.8,328.9,737.9,720.45,1.1787777439951352
409,ICICIBANK,360.15,754.3,708.0,305.55,700.85,559.1,1.1786941580756012
558,L&TFH,152.6,85.1,66.6,129.6,90.95,90.75,1.1774691358024691
991,VAKRANGEE,33.3,35.45,31.5,28.35,40.5,53.2,1.1746031746031744
963,TTKPRESTIG,7488.45,835.3,824.9,6376.0,8883.4,7523.65,1.1744745922208282
27,AHLUCONT,326.5,511.15,384.9,278.1,355.4,286.2,1.1740381157856885
688,OCCL,1149.7,897.05,801.35,980.3,1060.05,871.05,1.1728042435988983
517,KALPATPOWR,392.2,398.3,368.1,334.45,404.2,355.35,1.1726715503064733
525,KDDL,497.7,1000.45,840.7,424.75,431.1,372.65,1.1717480871100647
567,LICHSGFIN,488.7,391.2,362.9,417.4,427.05,382.55,1.1708193579300432
1018,VSTIND,3272.85,3128.55,3062.7,2799.45,3397.0,3266.55,1.169104645555377
119,BATAINDIA,1134.3,1967.5,1911.5,970.3,1778.15,1297.65,1.1690198907554366
876,SRF,1999.65,2747.6,2469.2,1711.1,11279.1,6150.5,1.1686342119104671
816,SBILIFE,597.85,1160.45,1085.75,511.6,1215.1,898.95,1.1685887412040656
64,ARMANFIN,397.35,1121.1,932.0,340.15,839.2,528.85,1.168161105394679
277,FCONSUMER,45.55,4.75,6.55,39.0,7.6,6.75,1.1679487179487178
794,RSWM,223.6,435.2,450.9,191.45,315.9,175.85,1.167928963175764
898,SUPREMEIND,1174.75,2096.95,1994.5,1006.3,2334.55,1989.75,1.1673954089237801
144,BIRLAMONEY,56.3,66.6,62.85,48.25,63.0,39.55,1.166839378238342
502,JPASSOCIAT,7.7,10.9,8.95,6.6,8.8,6.85,1.1666666666666667
920,TATAPOWER,76.8,278.1,230.45,65.85,158.75,93.6,1.1662870159453305
47,AMRUTANJAN,289.6,881.5,830.6,248.45,835.2,620.85,1.1656268866975248
72,ASHIMASYN,16.9,15.6,17.35,14.5,17.8,15.7,1.1655172413793102
364,HAVELLS,691.5,1267.95,1136.35,594.5,1373.1,1004.8,1.1631623212783853
930,TEAMLEASE,2863.7,3915.9,3974.85,2465.05,4488.65,3178.05,1.1617208575890954
742,PRECAM,64.55,145.5,144.25,55.6,95.05,42.9,1.1609712230215827
337,GOLDIAM,80.95,157.5,784.6,69.75,931.75,334.0,1.160573476702509
942,TIIL,594.75,1157.75,1038.45,512.55,811.3,361.3,1.1603745976002342
304,GATI,86.95,174.45,139.95,74.95,136.15,96.45,1.1601067378252168
488,JINDALSAW,84.85,96.75,88.05,73.35,114.05,72.7,1.1567825494205863
61,APTECHT,191.2,369.2,337.25,165.35,307.0,198.1,1.156335046870275
949,TITAN,931.0,2509.95,2587.3,805.6,2161.85,1522.9,1.1556603773584906
820,SCI,48.15,128.75,115.2,41.7,121.25,99.25,1.1546762589928057
557,KTKBANK,112.2,62.35,58.05,97.2,68.15,59.6,1.154320987654321
760,RADICO,400.45,910.2,899.25,346.95,881.0,513.55,1.1542008935005044
269,ESCORTS,706.1,1610.2,1827.35,611.8,1480.1,1210.6,1.1541353383458648
896,SUPERHOUSE,135.95,185.35,175.95,118.0,169.75,114.0,1.1521186440677964
969,TWL,81.45,107.1,94.5,70.7,97.4,46.4,1.152050919377652
578,LUMAXTECH,187.65,178.05,171.2,162.95,140.05,146.7,1.15158023933722
237,DMART,1606.65,4146.25,4169.55,1395.95,4250.2,2778.25,1.1509366381317383
925,TCIEXP,627.05,1892.0,1770.4,544.85,1543.4,833.35,1.1508672111590346
672,NHPC,26.0,30.55,28.3,22.6,29.85,23.7,1.1504424778761062
152,BRIGADE,217.95,506.85,479.0,189.95,410.0,246.8,1.1474072124243222
472,ITI,93.8,104.55,97.25,81.75,124.5,103.85,1.147400611620795
401,HSCL,131.4,79.5,61.3,114.55,51.55,41.8,1.1470973374072457
620,MIDHANI,133.6,201.75,170.3,116.55,187.8,177.9,1.1462891462891462
750,PSUBNKBEES,343.51,32.01,29.58,299.8,27.15,21.26,1.145797198132088
521,KARURVYSYA,89.0,52.15,47.15,77.7,47.9,52.25,1.1454311454311454
81,ASTRAL,1127.5,2060.4,2039.25,984.6,2160.4,1668.45,1.1451350802356286
606,MASFIN,599.4,618.8,573.45,523.45,780.0,764.95,1.1450950425064474
172,CEATLTD,1306.4,1124.45,995.15,1141.05,1321.7,1404.7,1.1449103895534816
1037,XCHANGING,45.5,93.25,85.75,39.75,109.15,61.6,1.1446540880503144
228,DHANUKA,464.75,761.7,720.95,406.15,816.9,714.3,1.14428166933399
951,TNPETRO,38.5,117.55,100.1,33.65,130.2,67.0,1.1441307578008917
590,MAHSEAMLES,488.6,594.05,559.8,427.2,316.45,268.85,1.1437265917602997
218,DCBBANK,169.25,88.05,71.8,148.0,91.0,92.7,1.1435810810810811
459,INSECTICID,565.25,639.9,620.9,494.3,688.6,470.8,1.1435363139793648
492,JISLJALEQS,69.8,46.0,40.7,61.05,35.8,16.55,1.1433251433251432
550,KOTAKPSUBK,308.08,286.87,264.16,269.48,243.13,191.09,1.1432388303399137
667,NESTLEIND,11084.85,18452.8,17823.4,9699.65,19445.55,17095.65,1.1428092766233835
863,SOBHA,455.3,709.0,728.45,398.45,789.85,502.85,1.1426778767724934
168,CAREERP,79.7,122.45,114.7,69.75,162.25,119.3,1.142652329749104
457,INOXLEISUR,247.35,504.9,408.3,216.5,393.25,266.0,1.1424942263279445
983,UPL,758.25,809.75,752.45,664.3,707.7,591.75,1.1414270660846004
1004,VIDHIING,84.4,478.75,381.25,73.95,362.9,180.4,1.1413116970926303
462,IOB,14.95,19.35,17.95,13.1,22.75,16.15,1.1412213740458015
958,TRIGYN,88.4,164.15,140.6,77.5,107.8,67.4,1.1406451612903226
481,JAYAGROGN,228.95,251.05,226.35,200.9,252.25,132.1,1.1396217023394724
754,PURVA,72.5,115.75,112.95,63.7,135.35,65.5,1.1381475667189953
864,SOLARA,310.2,785.65,710.15,272.65,1599.6,1452.7,1.1377223546671558
149,BODALCHEM,113.45,112.3,103.85,99.8,118.45,87.4,1.1367735470941884
371,HDFCAMC,1504.95,2272.6,2209.2,1327.45,2908.6,2790.9,1.1337150175147839
256,ELECTCAST,21.65,44.15,39.25,19.1,37.1,29.8,1.1335078534031413
34,ALEMBICLTD,47.8,85.2,81.2,42.2,115.2,105.05,1.1327014218009477
855,SKFINDIA,1907.25,3498.45,3282.25,1684.3,3091.25,2155.6,1.1323695303686991
626,MMTC,30.9,51.55,47.25,27.3,44.9,38.7,1.1318681318681318
665,NELCAST,80.8,71.95,66.45,71.4,87.3,63.1,1.1316526610644257
391,HINDUNILVR,1819.65,2183.05,2072.15,1608.4,2701.8,2397.45,1.1313417060432729
395,HITECHCORP,113.75,286.25,237.4,100.55,213.3,137.3,1.1312779711586276
233,DIVISLAB,1482.65,4505.95,4402.25,1310.9,4798.7,3779.7,1.1310168586467313
165,CAPACITE,248.85,128.15,123.65,220.2,162.7,187.25,1.130108991825613
574,LT,1437.55,1830.75,1756.2,1272.1,1702.95,1331.5,1.1300605298325603
90,AUTOAXLES,1388.45,1690.85,1486.6,1229.7,1253.05,989.95,1.1290965276083598
128,BERGEPAINT,330.3,734.6,705.8,293.05,809.0,709.5,1.1271114144343968
312,GHCL,245.3,551.0,527.25,217.95,445.45,228.6,1.1254874971323698
699,ORIENTELEC,144.95,348.25,316.95,128.9,331.85,280.45,1.1245151280062062
147,BLUEDART,3371.45,6539.2,6198.5,2998.3,6506.9,5053.7,1.1244538571857385
772,RBLBANK,575.6,128.1,133.3,511.9,190.9,174.55,1.1244383668685292
179,CENTURYTEX,922.95,921.1,804.4,821.55,936.8,445.1,1.1234252327916745
1043,ZENTEC,78.4,211.4,198.65,69.8,205.2,74.2,1.1232091690544415
284,FINEORG,1188.0,4217.85,3977.25,1058.6,3075.65,2479.4,1.1222369166824109
765,RAMCOIND,222.1,239.9,221.0,197.95,297.5,251.6,1.1220005051780753
370,HDFC,1968.35,2458.25,2292.1,1754.5,2754.3,2415.9,1.1218865773724707
603,MARICO,373.4,517.8,525.45,333.05,547.5,410.2,1.121152980033028
1024,WELCORP,139.3,195.85,143.6,124.25,144.85,137.35,1.1211267605633803
261,EMMBI,123.9,108.6,95.3,110.55,108.35,77.85,1.1207598371777476
975,UJJIVAN,277.35,136.1,113.9,247.55,155.7,190.05,1.1203797212684306
446,INDOCO,216.55,398.1,385.45,193.35,449.25,320.25,1.1199896560641325
309,GEPIL,835.1,169.2,151.65,745.9,304.85,248.65,1.1195870760155517
728,PITTIENG,72.3,330.2,256.2,64.6,153.55,63.8,1.1191950464396285
52,APARINDS,660.25,667.95,656.6,591.05,644.55,462.55,1.117079773284832
358,GULFOILLUB,821.2,456.45,454.55,735.65,584.2,707.45,1.116291714810032
29,AJANTPHARM,1185.7,1728.6,1845.55,1063.75,2278.1,1797.4,1.114641598119859
200,COROMANDEL,450.25,833.2,799.8,403.95,794.45,737.3,1.114618145810125
817,SBIN,295.9,516.1,492.75,265.5,453.0,329.5,1.1145009416195857
131,BGRENERGY,61.15,89.65,92.1,54.9,65.6,41.9,1.1138433515482695
786,RITES,274.0,260.8,258.55,246.1,273.45,236.9,1.1133685493701748
59,APOLLOTYRE,235.95,202.75,186.55,212.25,225.7,202.2,1.111660777385159
927,TCPLPACK,432.55,833.65,714.75,389.95,533.7,387.0,1.1092447749711503
523,KCP,91.65,125.25,116.9,82.65,135.6,93.95,1.1088929219600725
377,HEG,3707.55,1375.05,1274.35,3345.75,2248.0,2044.3,1.1081371889710827
849,SIEMENS,1046.9,2518.6,2359.2,945.15,2129.4,1795.9,1.1076548695974184
857,SKMEGGPROD,67.15,68.95,64.7,60.65,81.5,45.85,1.1071723000824403
618,MGL,904.4,828.8,768.85,817.15,1082.65,1076.35,1.1067735421893166
797,RUCHIRA,136.4,118.35,95.8,123.25,88.65,57.75,1.1066937119675457
460,INTELLECT,224.6,957.5,761.8,203.0,709.95,714.05,1.1064039408866995
325,GNA,361.55,564.7,524.35,326.9,943.45,389.1,1.1059957173447539
585,MAHASTEEL,76.85,84.3,72.95,69.5,93.25,76.15,1.1057553956834532
333,GODREJPROP,652.7,1665.25,1526.35,590.9,2311.9,1327.55,1.1045862244034526
243,DSSL,35.55,233.0,232.45,32.2,148.65,73.55,1.1040372670807452
992,VARDHACRLC,44.65,58.9,51.4,40.45,63.0,34.55,1.1038318912237328
12,ABFRL,202.5,308.4,278.3,183.5,246.35,173.85,1.103542234332425
704,OSWALAGRO,9.1,33.0,30.25,8.25,17.15,8.9,1.103030303030303
789,ROHLTD,129.95,131.95,112.55,117.85,97.7,59.45,1.102672889266016
306,GEECEE,128.4,166.15,156.8,116.45,157.5,100.75,1.1026191498497209
318,GKWLIMITED,947.4,585.0,576.0,859.75,634.0,514.4,1.101948240767665
621,MINDACORP,147.7,227.4,200.7,134.05,127.05,95.95,1.1018276762402086
832,SHALBY,146.05,132.85,123.3,132.6,175.5,123.8,1.1014328808446456
456,INGERRAND,604.75,1606.65,1467.85,549.2,981.7,679.3,1.101147123088128
280,FEL,38.2,6.35,8.95,34.7,8.95,8.95,1.100864553314121
835,SHANTIGEAR,135.55,186.0,189.8,123.15,164.3,132.05,1.1006902151847342
545,KOTAKBANK,1256.5,1784.5,1760.5,1141.6,2005.5,1697.7,1.1006482130343378
544,KOLTEPATIL,238.4,291.45,287.15,216.6,325.6,219.75,1.1006463527239152
434,IGL,267.25,383.3,390.55,242.95,533.1,504.2,1.1000205803663305
998,VENKEYS,2403.5,2312.1,2327.6,2185.1,2937.2,1523.2,1.0999496590545055
348,GRINDWELL,561.1,1905.25,1840.0,510.25,1372.65,899.9,1.099657030867222
310,GESHIP,315.75,365.05,361.2,287.7,368.7,288.1,1.0974973931178311
206,CUB,195.05,140.05,120.45,177.75,157.65,158.3,1.0973277074542898
426,IDFC,43.6,63.4,58.95,39.75,54.95,45.7,1.0968553459119497
1020,VTL,1114.0,444.5,2755.45,1015.65,1852.4,1159.05,1.0968345394574903
320,GLENMARK,693.05,479.15,446.85,632.15,510.45,571.6,1.0963378944870679
148,BLUESTARCO,622.9,1153.15,980.4,568.2,910.25,835.05,1.0962689193945792
195,CONCOR,687.7,703.3,616.05,627.45,704.3,549.1,1.0960235875368556
125,BEL,87.95,239.6,209.0,80.3,202.95,124.3,1.0952677459526776
513,JYOTHYLAB,213.7,153.7,144.2,195.25,168.6,142.15,1.09449423815621
221,DECCANCE,415.8,591.9,552.25,379.95,711.25,401.85,1.0943545203316227
769,RATNAMANI,943.2,2445.0,2223.8,861.9,2186.35,1922.0,1.0943264879916463
1016,VRLLOG,293.05,492.9,442.7,268.05,381.95,213.2,1.093266181682522
272,EVERESTIND,506.15,655.4,641.45,463.1,432.55,281.8,1.0929604836968256
617,MFSL,446.0,801.2,780.9,408.3,1014.3,848.4,1.0923340680871907
235,DLF,177.55,396.1,355.5,162.55,417.2,234.4,1.09227929867733
31,AKZOINDIA,1749.3,1914.8,1965.15,1603.35,2284.35,2208.85,1.0910281597904388
693,ONMOBILE,37.0,158.05,118.5,33.95,113.35,99.2,1.0898379970544918
681,NOCIL,165.15,242.2,213.3,151.55,290.7,169.85,1.089739359947212
254,EKC,31.6,224.55,214.05,29.0,112.05,110.7,1.089655172413793
641,MUNJALAU,61.0,47.8,45.55,56.0,58.7,49.6,1.0892857142857142
529,KELLTONTEC,35.55,97.5,88.6,32.65,50.25,63.5,1.0888208269525268
365,HBLPOWER,28.85,65.45,64.35,26.5,48.65,30.95,1.088679245283019
799,RUSHIL,665.45,558.8,457.5,611.25,253.3,195.75,1.0886707566462168
965,TV18BRDCST,38.2,75.55,66.45,35.1,37.95,27.55,1.0883190883190883
1028,WENDT,3109.25,6323.6,5169.85,2858.1,4333.0,3104.05,1.0878730625240545
957,TRENT,362.3,1269.65,1171.25,333.25,1025.85,736.5,1.0871717929482372
687,OBEROIRLTY,440.85,957.9,926.55,405.6,964.2,533.25,1.0869082840236686
448,INDOSTAR,346.7,232.95,234.4,319.05,286.05,303.25,1.0866635323616987
328,GOCLCORP,295.1,295.35,238.95,271.6,266.2,203.6,1.0865243004418261
1039,ZEEL,476.45,286.0,254.15,438.6,303.2,197.4,1.086297309621523
3,5PAISA,245.65,381.35,312.7,226.2,458.35,394.9,1.0859858532272326
868,SOTL,1126.85,1180.25,1029.75,1037.65,1520.35,990.85,1.0859634751602176
652,NATIONALUM,65.8,126.85,117.0,60.6,93.4,56.6,1.0858085808580857
86,ATUL,3436.95,9966.45,9913.8,3165.45,9462.55,7591.75,1.0857697957636354
583,MADHAV,45.25,54.75,51.6,41.7,55.7,45.3,1.0851318944844124
500,JMFINANCIL,93.85,70.4,65.5,86.5,92.55,79.55,1.084971098265896
615,MENONBE,89.35,94.3,81.25,82.4,71.15,52.25,1.0843446601941746
106,BALMLAWRIE,203.3,124.3,118.4,187.55,129.3,118.15,1.0839776059717408
926,TCNSBRANDS,675.0,791.8,791.8,623.0,652.6,449.0,1.0834670947030498
88,AUBANK,622.1,1389.0,1178.85,574.3,1164.25,1041.3,1.08323176040397
114,BANKBEES,2768.89,380.49,359.49,2557.16,377.46,313.09,1.0827988862644495
726,PIONDIST,173.3,180.6,172.45,160.05,170.9,101.35,1.0827866291783816
454,INFRABEES,327.36,543.84,502.76,302.66,522.98,409.45,1.0816097270864997
186,CHOLAFIN,1259.7,741.75,697.4,1166.75,564.25,538.75,1.07966573816156
