,SYMBOL,tp,wp,mp,tmp,smp,yp,Value
317,GOLDBEES,2626.8,44.66,44.23,41.53,40.98,41.1,63.25066217192391
354,HDFCMFGETF,2690.5,45.97,45.39,42.65,42.1,42.17,63.08323563892146
319,GOLDSHARE,2609.55,44.4,44.1,41.5,41.15,42.35,62.88072289156627
151,BSLGOLDETF,2736.0,47.15,46.33,43.79,4317.75,4327.75,62.48001826901119
791,SETFGOLD,2662.7,45.79,45.3,42.65,4201.4,4217.95,62.43141852286049
88,AXISGOLD,2549.0,44.51,44.09,41.53,40.91,41.08,61.37731760173369
720,QGOLDHALF,1306.55,44.43,43.99,41.3,2035.65,2040.7,31.635593220338983
1003,YESBANK,315.15,15.65,12.95,14.05,13.95,14.05,22.430604982206404
675,PCJEWELLER,456.75,24.1,20.45,27.15,29.95,22.15,16.823204419889503
840,SREINFRA,99.9,6.05,6.2,6.3,5.6,6.0,15.857142857142858
725,RADIOCITY,382.9,25.65,23.95,25.35,25.05,24.0,15.104536489151872
275,FMNL,141.05,8.55,8.5,9.9,10.5,13.9,14.247474747474747
715,PSUBNKBEES,412.57,32.01,29.84,30.33,30.87,21.26,13.602703593801516
816,SIMPLEXINF,582.15,63.75,39.95,45.4,42.6,28.25,12.822687224669604
173,CESC,1048.0,85.9,73.6,92.55,98.35,583.45,11.323608860075636
237,EICHERMOT,30340.85,2555.2,2436.95,2819.7,2826.35,2340.0,10.760311380643332
767,SADBHAV,426.65,32.95,30.85,40.6,55.2,60.2,10.50862068965517
957,VAKRANGEE,420.25,35.45,32.7,40.8,43.5,53.2,10.300245098039216
255,EROSMEDIA,199.0,34.2,28.15,19.35,21.3,22.65,10.28423772609819
278,FRETAIL,524.85,30.2,38.65,52.25,57.75,47.7,10.044976076555024
265,FCONSUMER,75.3,4.75,6.05,7.65,7.85,6.75,9.84313725490196
768,SADBHIN,147.4,11.45,10.95,15.1,17.7,19.05,9.761589403973511
377,HNGSNGBEES,2932.21,312.57,283.63,301.82,323.22,372.45,9.715095089788615
279,FSC,678.25,47.15,52.8,73.35,88.85,71.9,9.246762099522837
916,TMRVL,152.65,16.3,16.55,17.15,15.1,10.6,8.900874635568513
393,IDEA,108.15,11.2,10.25,12.75,10.6,8.45,8.48235294117647
914,TIRUMALCHM,2193.95,295.55,243.65,260.15,276.65,87.05,8.433403805496829
500,KKCL,1899.0,217.2,208.45,226.8,1037.55,833.65,8.373015873015873
929,TTKPRESTIG,7702.25,835.3,860.0,995.65,8822.65,7523.65,7.735901170089892
288,GAYAPROJ,226.15,24.25,23.3,29.3,48.3,27.45,7.7184300341296925
576,MCLEODRUSS,205.1,27.25,23.4,29.6,29.4,18.95,6.9290540540540535
951,UTINEXT50,308.06,45.69,42.78,45.27,46.59,35.05,6.804948089242323
108,BANKBEES,2596.52,380.49,366.07,386.81,400.39,313.09,6.712649621261084
217,DFMFOODS,1982.7,276.1,250.55,298.3,343.2,357.35,6.646664431780087
273,FLFL,345.7,36.45,40.65,54.15,65.65,55.15,6.384118190212373
508,KOTAKGOLD,257.5,44.88,44.13,41.77,41.25,412.95,6.164711515441704
463,JMCPROJECT,626.8,88.85,84.35,101.95,115.0,76.3,6.148111819519372
396,IEX,1610.05,241.05,223.15,266.85,796.9,352.8,6.033539441633876
901,TGBHOTELS,59.3,11.8,10.85,10.7,11.75,4.4,5.542056074766355
89,AXISNIFTY,1053.65,186.83,181.21,191.5,194.41,148.68,5.502088772845953
355,HDFCNIFETF,1071.0,190.57,184.92,194.83,196.78,151.97,5.497100035928758
639,NIFTYBEES,1084.48,192.76,186.71,197.36,198.91,153.29,5.494933117146331
788,SESHAPAPER,893.95,182.95,184.6,162.75,182.7,153.25,5.492780337941628
385,IBULHSGFIN,1196.6,172.4,161.1,221.7,248.05,165.1,5.3973838520523225
564,MARATHON,557.4,131.2,103.65,103.75,97.1,50.4,5.372530120481928
152,BSLNIFTY,108.48,19.78,19.22,20.25,204.81,157.12,5.3570370370370375
297,GICRE,753.7,125.9,119.4,141.25,146.75,203.45,5.335929203539823
940,UFO,523.55,110.15,99.05,99.6,104.25,69.85,5.25652610441767
356,HDFCSENETF,3407.0,638.84,620.81,655.44,662.77,515.15,5.198034907848163
467,JPINFRATEC,23.8,3.25,3.1,4.6,2.2,1.5,5.173913043478262
153,BYKE,174.15,51.7,32.1,35.2,35.0,17.9,4.947443181818182
268,FEL,48.45,6.35,7.7,10.4,9.8,8.95,4.658653846153847
619,NBCC,246.9,40.4,38.85,53.35,49.35,39.75,4.627928772258669
674,PATINTLOG,79.85,16.05,14.85,17.5,22.7,17.7,4.562857142857142
906,TIDEWATER,7007.75,1196.45,1197.45,1555.4,1784.4,4326.3,4.505432686125755
608,NAGREEKCAP,61.35,11.65,11.1,13.75,7.65,5.9,4.461818181818182
70,ASIANTILES,576.35,115.9,107.95,129.5,150.5,153.15,4.45057915057915
539,LUMAXTECH,828.05,178.05,171.05,188.0,141.55,146.7,4.404521276595744
759,RPPINFRA,297.0,50.3,47.45,67.9,63.85,57.35,4.3740795287187035
977,VIVIMEDLAB,104.05,16.9,17.6,24.05,21.2,28.4,4.326403326403327
1009,ZUARI,550.8,182.85,137.2,127.45,124.65,87.55,4.3216947822675555
252,ENIL,752.7,204.05,216.1,175.5,187.2,141.1,4.288888888888889
668,ORIENTPPR,141.5,34.75,33.7,33.05,34.05,22.35,4.281391830559758
909,TIL,618.5,135.3,107.9,144.55,172.5,156.6,4.2787962642684185
694,PNB,171.4,37.75,36.0,40.15,46.0,33.7,4.268991282689913
637,NIACL,601.1,121.45,121.75,141.85,164.3,148.6,4.23757490306662
617,NAVKARCORP,187.75,37.8,35.25,44.65,42.7,32.45,4.204927211646137
7,ABAN,202.95,54.55,50.4,49.55,66.05,28.55,4.095862764883956
236,EDELWEISS,297.0,62.6,55.0,72.7,81.0,60.7,4.085281980742779
117,BEARDSELL,66.85,18.35,17.65,16.5,14.25,10.1,4.051515151515151
85,AVANTIFEED,2534.15,466.25,430.25,627.2,553.7,492.9,4.040417729591836
922,TPLPLASTEH,683.65,155.4,125.9,169.6,175.75,186.95,4.030955188679245
44,ANDHRSUGAR,535.3,163.8,149.75,134.05,677.15,323.05,3.9932860872808646
904,THOMASCOOK,256.35,83.95,67.75,64.55,80.05,42.9,3.971340046475601
988,WALCHANNAG,224.95,64.15,54.7,57.25,54.85,56.6,3.929257641921397
736,RANEHOLDIN,2413.2,636.8,597.65,616.75,596.15,565.4,3.912768544791244
575,MCDOWELL-N,3668.85,903.1,919.55,944.2,883.5,522.9,3.8856704088116922
176,CHENNPETRO,428.6,162.55,125.15,112.9,138.15,96.0,3.7962798937112487
789,SETCO,63.7,16.15,16.8,17.55,18.5,13.9,3.6296296296296298
918,TNPL,447.3,192.35,155.6,123.25,139.55,135.2,3.6292089249492903
29,ALANKIT,69.65,15.2,14.15,19.35,17.75,13.95,3.599483204134367
873,TAKE,161.15,33.3,33.45,45.1,51.05,48.85,3.573170731707317
205,DBCORP,349.25,93.05,90.65,98.55,96.7,80.15,3.54388635210553
112,BASML,327.9,82.8,73.9,93.35,63.85,61.15,3.5125870380289235
419,INFIBEAM,141.15,20.15,21.0,40.7,51.45,40.75,3.4680589680589677
283,GAIL,499.65,162.15,151.3,144.3,161.35,134.4,3.4625779625779622
643,NITCO,109.75,26.85,24.65,31.8,24.55,18.35,3.45125786163522
382,HTMEDIA,102.0,34.0,32.15,29.85,25.95,20.2,3.417085427135678
821,SKIPPER,270.35,64.45,61.8,79.65,80.3,53.1,3.394224733207784
833,SOUTHBANK,31.0,8.6,8.05,9.15,10.7,7.75,3.3879781420765025
167,CENTRALBK,72.15,20.35,18.55,21.65,23.6,16.25,3.3325635103926103
272,FINPIPE,659.7,165.6,155.95,199.8,229.35,142.8,3.301801801801802
3,A2ZINFRA,40.75,12.05,10.35,12.35,4.85,4.0,3.299595141700405
800,SHANKARA,1779.2,768.1,748.05,545.45,587.8,363.55,3.2618938491154092
740,RBLBANK,510.1,128.1,136.45,156.5,198.05,174.55,3.259424920127796
71,ASPINWALL,508.9,189.6,184.8,156.3,182.55,165.1,3.2559181062060136
433,ISFT,775.1,196.3,203.1,238.45,141.5,88.45,3.2505766408052006
706,PRAKASH,195.8,82.3,71.05,61.1,75.05,74.6,3.204582651391162
294,GET&D,443.05,105.45,92.75,139.4,132.05,107.55,3.178263988522238
60,ARVIND,450.8,128.05,118.3,141.95,130.0,60.6,3.1757661148291656
947,UNIONBANK,144.3,44.05,39.95,45.6,48.9,32.75,3.1644736842105265
376,HMVL,252.45,71.35,66.55,79.9,78.6,57.75,3.159574468085106
430,IOC,388.55,126.95,121.35,123.3,136.35,87.8,3.151257096512571
109,BANKINDIA,169.75,52.45,48.05,54.4,62.2,64.6,3.120404411764706
769,SAGCEM,842.3,267.6,231.7,271.2,292.75,745.15,3.1058259587020647
462,JMA,257.2,80.45,70.2,84.75,69.15,37.35,3.0348082595870207
579,MEP,93.0,20.25,19.8,30.7,25.45,15.35,3.029315960912052
831,SORILINFRA,317.25,82.55,80.05,105.8,124.9,117.05,2.9985822306238186
447,JAYBARMARU,576.0,164.15,160.4,195.85,208.8,200.65,2.941026295634414
296,GICHSGFIN,463.1,151.0,139.65,158.05,161.0,106.0,2.9300854160075924
995,WHEELS,2188.9,587.85,571.85,747.45,773.55,418.9,2.928490200013379
713,PSB,49.0,17.15,16.15,16.85,19.2,16.85,2.9080118694362014
803,SHARDAMOTR,2534.9,769.8,760.55,871.75,657.9,376.9,2.9078290794379122
705,PPAP,698.4,213.95,219.2,240.6,255.2,187.15,2.9027431421446384
380,HSCL,153.75,79.5,60.25,53.4,52.0,41.8,2.8792134831460676
292,GEPIL,727.5,169.2,150.45,252.85,319.5,248.65,2.8771999209017203
543,M&MFIN,473.1,175.05,158.0,164.9,187.45,170.4,2.869011522134627
