,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
41,AFFLE,EQ,1490.0,1492.85,1456.1,1460.25,1463.0,1480.45,15040,22152676.5,30-JUN-2020,2113,INE00WC01019
42,AGARIND,EQ,72.65,72.65,70.05,70.4,70.3,70.2,17133,1211829.65,30-JUN-2020,231,INE204E01012
43,AGCNET,EQ,294.0,294.0,276.25,292.65,294.0,282.15,2598,745967.85,30-JUN-2020,107,INE676A01019
45,AGROPHOS,EQ,16.85,16.9,16.1,16.8,16.9,16.1,118863,1993886.2,30-JUN-2020,496,INE740V01019
47,AHLEAST,EQ,143.9,143.95,133.75,136.45,133.75,137.55,425,59638.3,30-JUN-2020,61,INE926K01017
48,AHLUCONT,EQ,208.2,209.0,202.65,205.7,206.0,208.2,7124,1470899.5,30-JUN-2020,343,INE758C01029
49,AHLWEST,EQ,268.0,268.0,250.55,257.9,258.0,257.75,329,85150.15,30-JUN-2020,38,INE915K01010
50,AIAENG,EQ,1619.85,1635.0,1594.6,1606.95,1607.0,1629.85,138452,222934951.65,30-JUN-2020,10871,INE212H01026
51,AIONJSW,EQ,14.25,14.6,13.8,14.05,13.8,14.25,96311,1373450.2,30-JUN-2020,291,INE743C01021
53,AJANTPHARM,EQ,1425.3,1448.0,1408.0,1417.15,1417.0,1436.2,96379,136976738.3,30-JUN-2020,7173,INE031B01049
54,AJMERA,EQ,85.4,86.85,84.1,85.1,84.8,84.35,73129,6236058.65,30-JUN-2020,1222,INE298G01027
58,AKSHARCHEM,EQ,200.5,230.3,200.25,218.15,217.9,200.5,211908,46107273.55,30-JUN-2020,8316,INE542B01011
60,AKZOINDIA,EQ,1844.25,1861.75,1821.05,1834.2,1825.0,1837.65,20283,37183732.5,30-JUN-2020,1944,INE133A01011
61,ALANKIT,EQ,17.7,18.35,16.9,17.1,17.2,17.75,324221,5665343.9,30-JUN-2020,1035,INE914E01040
62,ALBERTDAVD,EQ,446.05,446.05,396.0,411.45,413.0,466.45,185415,76549067.4,30-JUN-2020,9173,INE155C01010
63,ALCHEM,EQ,4.95,5.45,4.95,5.45,5.45,5.2,196942,1026838.65,30-JUN-2020,438,INE964B01033
64,ALEMBICLTD,EQ,78.05,83.5,75.0,81.0,81.0,77.45,2585828,209907398.5,30-JUN-2020,17651,INE426A01027
65,ALICON,EQ,251.0,258.1,250.0,251.15,251.05,247.65,3872,983172.1,30-JUN-2020,290,INE062D01024
66,ALKALI,EQ,47.65,48.5,45.5,45.65,46.45,47.6,10690,495950.4,30-JUN-2020,403,INE773I01017
67,ALKEM,EQ,2359.9,2388.0,2343.05,2368.3,2363.0,2353.7,130516,309908867.65,30-JUN-2020,19310,INE540L01014
68,ALKYLAMINE,EQ,2134.0,2143.5,2100.0,2107.25,2110.0,2118.15,35256,74800416.95,30-JUN-2020,3801,INE150B01021
69,ALLCARGO,EQ,79.6,80.1,78.15,79.2,79.7,78.4,420416,33043580.65,30-JUN-2020,1290,INE418H01029
70,ALLSEC,EQ,204.9,204.9,186.0,187.05,186.0,191.85,1734,333115.1,30-JUN-2020,102,INE835G01018
71,ALMONDZ,EQ,12.65,12.65,11.35,11.7,11.7,11.9,4935,57812.95,30-JUN-2020,83,INE326B01027
72,ALOKINDS,EQ,50.6,50.6,50.6,50.6,50.6,48.2,393573,19914793.8,30-JUN-2020,971,INE270A01029
73,ALPA,EQ,23.75,23.75,21.7,21.8,21.8,23.9,202897,4521153.9,30-JUN-2020,824,INE385I01010
74,ALPHAGEO,EQ,185.0,191.15,184.0,186.6,187.45,198.3,80757,15114342.25,30-JUN-2020,2736,INE137C01018
76,AMARAJABAT,EQ,643.1,655.9,643.1,650.4,650.4,641.3,1107993,720215515.25,30-JUN-2020,26024,INE885A01032
77,AMBER,EQ,1486.25,1512.35,1425.0,1437.85,1434.0,1482.2,117069,169930458.65,30-JUN-2020,5875,INE371P01015
78,AMBIKCO,EQ,670.5,690.0,650.0,679.85,687.0,668.35,2809,1907796.1,30-JUN-2020,455,INE540G01014
79,AMBUJACEM,EQ,187.65,194.95,187.65,193.6,193.8,187.55,6482253,1249069014.4,30-JUN-2020,42923,INE079A01024
80,AMDIND,EQ,15.6,16.45,15.5,15.55,15.55,16.0,4851,75974.9,30-JUN-2020,64,INE005I01014
81,AMJLAND,EQ,20.65,20.7,19.55,19.7,19.7,20.0,23609,469643.75,30-JUN-2020,110,INE606A01024
83,AMRUTANJAN,EQ,368.0,369.75,360.3,361.0,361.95,366.45,52205,18991425.05,30-JUN-2020,3673,INE098F01031
84,ANANTRAJ,EQ,22.35,23.45,22.35,22.65,22.55,22.35,126705,2883674.25,30-JUN-2020,467,INE242C01024
86,ANDHRAPAP,EQ,265.0,272.0,240.0,242.65,242.25,254.85,2596163,655530531.55,30-JUN-2020,40062,INE435A01028
87,ANDHRSUGAR,EQ,263.0,268.2,258.6,259.45,259.7,260.25,57176,15085149.9,30-JUN-2020,2120,INE715B01013
88,ANIKINDS,EQ,13.55,13.55,13.55,13.55,13.55,12.95,8114,109944.7,30-JUN-2020,19,INE087B01017
91,ANSALHSG,EQ,4.6,4.6,4.25,4.25,4.25,4.45,100079,434143.8,30-JUN-2020,232,INE880B01015
92,ANUP,EQ,394.0,395.0,382.5,383.1,383.35,382.4,17140,6632066.55,30-JUN-2020,530,INE294Z01018
93,APARINDS,EQ,334.0,334.0,318.2,321.85,322.0,330.3,22125,7148516.7,30-JUN-2020,2440,INE372A01015
94,APCL,EQ,135.1,146.35,133.0,137.3,137.0,133.05,36841,5156400.1,30-JUN-2020,2060,INE071F01012
95,APCOTEXIND,EQ,124.0,129.0,120.1,121.2,121.5,122.15,19464,2390881.35,30-JUN-2020,608,INE116A01032
96,APEX,EQ,270.45,273.55,255.75,258.6,257.8,268.35,330883,87611145.55,30-JUN-2020,7692,INE346W01013
97,APLAPOLLO,EQ,1540.0,1580.0,1525.1,1552.9,1558.0,1527.0,178391,277087078.8,30-JUN-2020,7043,INE702C01019
98,APLLTD,EQ,900.5,924.0,885.05,912.8,910.9,896.0,255772,233825793.4,30-JUN-2020,12158,INE901L01018
99,APOLLO,EQ,102.75,109.9,102.75,104.15,104.5,101.75,168629,17878866.4,30-JUN-2020,3640,INE713T01010
100,APOLLOHOSP,EQ,1377.0,1384.45,1344.0,1349.85,1353.9,1365.05,759371,1032633015.6,30-JUN-2020,45503,INE437A01024
101,APOLLOPIPE,EQ,323.4,327.25,314.45,316.1,317.0,321.35,8208,2620551.7,30-JUN-2020,614,INE126J01016
102,APOLLOTYRE,EQ,108.9,110.85,107.5,108.0,108.0,108.45,4802681,523428323.75,30-JUN-2020,21203,INE438A01022
103,APOLSINHOT,EQ,475.0,482.05,455.3,456.6,460.0,466.3,274,129185.3,30-JUN-2020,87,INE451F01024
104,APTECHT,EQ,101.95,102.25,99.1,99.7,100.25,101.2,70134,7054618.5,30-JUN-2020,1249,INE266F01018
105,ARCHIDPLY,EQ,24.4,24.6,23.05,23.35,23.5,24.55,32884,782524.95,30-JUN-2020,252,INE877I01016
106,ARCHIES,EQ,12.9,13.5,12.35,13.15,13.2,12.9,48551,625373.05,30-JUN-2020,295,INE731A01020
108,ARENTERP,EQ,12.7,12.7,11.55,11.7,11.55,12.15,2796,33202.75,30-JUN-2020,32,INE610C01014
109,ARIES,EQ,66.55,66.55,66.55,66.55,66.55,70.05,9206,612659.3,30-JUN-2020,71,INE298I01015
110,ARIHANT,EQ,15.75,16.2,15.75,15.9,15.75,15.65,1546,24656.5,30-JUN-2020,14,INE413D01011
112,ARMANFIN,EQ,446.2,476.65,440.35,445.1,446.85,461.15,17900,8181183.05,30-JUN-2020,1224,INE109C01017
113,AROGRANITE,EQ,25.2,27.2,25.2,25.75,25.65,25.85,3350,86675.8,30-JUN-2020,81,INE210C01013
116,ARSSINFRA,EQ,16.2,16.25,15.55,16.25,16.15,15.5,57711,933743.0,30-JUN-2020,344,INE267I01010
117,ARTEMISMED,EQ,189.95,190.0,179.25,180.0,182.5,179.35,3456,632559.7,30-JUN-2020,65,INE025R01013
118,ARVIND,EQ,33.6,33.65,32.2,32.4,32.4,33.1,1253499,41143460.75,30-JUN-2020,4400,INE034A01011
120,ARVINDFASN,EQ,175.9,176.0,166.0,167.5,168.35,172.45,46454,7875022.65,30-JUN-2020,1484,INE955V01021
121,ARVSMART,EQ,77.1,78.8,72.9,74.05,73.9,78.3,85442,6428763.95,30-JUN-2020,1494,INE034S01021
122,ASAHIINDIA,EQ,177.05,179.2,174.8,176.65,177.0,177.05,31893,5631775.75,30-JUN-2020,685,INE439A01020
123,ASAHISONG,EQ,149.85,154.5,146.0,148.05,149.85,150.15,10914,1642568.6,30-JUN-2020,374,INE228I01012
125,ASALCBR,EQ,268.4,268.5,245.4,254.6,254.15,272.85,194074,50135322.6,30-JUN-2020,6135,INE073G01016
126,ASHAPURMIN,EQ,45.8,46.75,43.1,44.1,43.75,44.55,35372,1604639.5,30-JUN-2020,321,INE348A01023
127,ASHIANA,EQ,61.45,62.8,57.9,59.2,59.05,60.9,43253,2555893.1,30-JUN-2020,461,INE365D01021
128,ASHIMASYN,EQ,6.65,6.75,6.35,6.5,6.35,6.65,74184,481478.65,30-JUN-2020,164,INE440A01010
129,ASHOKA,EQ,61.45,62.7,61.0,61.6,61.9,61.0,1183644,73297817.75,30-JUN-2020,5300,INE442H01029
130,ASHOKLEY,EQ,49.2,49.9,46.65,46.95,47.1,48.6,61764253,2961247377.45,30-JUN-2020,136923,INE208A01029
131,ASIANHOTNR,EQ,54.0,54.2,51.25,53.0,54.2,53.95,19222,1018230.45,30-JUN-2020,438,INE363A01022
132,ASIANPAINT,EQ,1708.9,1718.0,1681.65,1687.45,1687.0,1691.95,1960731,3323782713.4,30-JUN-2020,93050,INE021A01026
133,ASIANTILES,EQ,211.0,219.1,206.0,210.2,213.5,209.0,118191,24887518.5,30-JUN-2020,1407,INE022I01019
135,ASPINWALL,EQ,128.25,132.0,118.25,123.15,124.6,129.05,7420,921387.5,30-JUN-2020,282,INE991I01015
136,ASTEC,EQ,811.0,822.0,775.2,789.55,788.0,804.2,93413,74245857.5,30-JUN-2020,3910,INE563J01010
137,ASTERDM,EQ,123.45,126.55,119.3,123.85,123.5,122.5,593063,73167548.05,30-JUN-2020,9202,INE914M01019
138,ASTRAL,EQ,960.0,961.3,941.45,954.55,959.9,955.35,90026,85748767.15,30-JUN-2020,5224,INE006I01046
139,ASTRAMICRO,EQ,97.3,107.85,96.15,105.75,105.15,97.05,3166073,326853542.0,30-JUN-2020,20665,INE386C01029
140,ASTRAZEN,EQ,3646.25,3670.0,3526.0,3547.7,3537.0,3620.4,135187,485921176.45,30-JUN-2020,14511,INE203A01020
141,ASTRON,EQ,42.05,42.75,39.6,40.05,40.65,41.7,156936,6516344.2,30-JUN-2020,1277,INE646X01014
142,ATFL,EQ,515.5,525.0,515.5,520.05,522.8,515.5,5726,2979753.45,30-JUN-2020,757,INE209A01019
143,ATLANTA,EQ,9.65,9.65,9.35,9.65,9.65,9.2,58569,560822.5,30-JUN-2020,202,INE285H01022
145,ATUL,EQ,4444.05,4591.35,4444.05,4550.85,4580.0,4455.0,50103,227364781.7,30-JUN-2020,3651,INE100A01010
146,ATULAUTO,EQ,176.5,180.5,168.0,169.3,168.0,165.55,71602,12331063.2,30-JUN-2020,2277,INE951D01028
147,AUBANK,EQ,525.0,555.0,525.0,543.5,541.1,543.65,615575,334647012.2,30-JUN-2020,15343,INE949L01017
148,AURIONPRO,EQ,56.2,58.9,52.55,53.0,53.0,56.2,19219,1049100.6,30-JUN-2020,539,INE132H01018
149,AUROPHARMA,EQ,790.0,793.9,763.1,771.7,770.7,789.4,3496753,2708136180.95,30-JUN-2020,69183,INE406A01037
150,AUSOMENT,EQ,37.0,37.0,34.05,34.6,34.05,35.9,4787,166190.8,30-JUN-2020,56,INE218C01016
151,AUTOAXLES,EQ,570.5,587.95,556.0,564.45,565.0,569.85,11387,6516016.25,30-JUN-2020,1122,INE449A01011
153,AUTOLITIND,EQ,16.8,17.0,16.3,16.8,17.0,16.2,12876,217060.8,30-JUN-2020,83,INE448A01013
154,AVADHSUGAR,EQ,190.2,194.4,189.0,190.1,190.95,188.3,63545,12159873.55,30-JUN-2020,1592,INE349W01017
155,AVANTIFEED,EQ,523.25,529.7,500.0,504.5,504.0,523.3,1862994,954563533.75,30-JUN-2020,45955,INE871C01038
158,AVTNPL,EQ,40.4,41.5,39.4,39.55,39.5,39.5,335751,13593751.0,30-JUN-2020,2261,INE488D01021
159,AXISBANK,EQ,410.0,414.8,404.05,406.65,407.3,404.8,26951992,11027436264.75,30-JUN-2020,233118,INE238A01034
160,AXISCADES,EQ,51.15,51.15,51.15,51.15,51.15,48.75,9247,472984.05,30-JUN-2020,51,INE555B01013
161,AXISGOLD,EQ,4299.95,4299.95,4201.0,4244.25,4244.0,4230.15,1494,6332649.7,30-JUN-2020,241,INF846K01347
162,AXISNIFTY,EQ,1160.01,1168.26,1160.0,1163.0,1163.0,1171.19,77,89596.07,30-JUN-2020,24,INF846K01ZL0
163,AYMSYNTEX,EQ,25.2,25.2,23.05,23.5,23.05,24.7,22207,527840.6,30-JUN-2020,92,INE193B01039
165,BAJAJ-AUTO,EQ,2902.4,2913.45,2815.0,2826.05,2834.0,2859.5,751691,2143065274.1,30-JUN-2020,51615,INE917I01010
166,BAJAJCON,EQ,147.0,151.0,146.0,146.15,146.2,146.75,225242,33275054.15,30-JUN-2020,3237,INE933K01021
167,BAJAJELEC,EQ,394.0,399.95,390.15,392.8,390.55,393.2,134962,53236807.2,30-JUN-2020,3989,INE193E01025
168,BAJAJFINSV,EQ,5990.0,6043.65,5815.8,5845.15,5833.3,5890.2,976674,5758783468.25,30-JUN-2020,96510,INE918I01018
169,BAJAJHIND,EQ,7.6,7.6,7.35,7.35,7.35,7.7,5927849,43682408.0,30-JUN-2020,4630,INE306A01021
170,BAJAJHLDNG,EQ,2640.0,2654.8,2525.25,2543.0,2546.9,2622.65,59187,153410832.9,30-JUN-2020,9186,INE118A01012
171,BAJFINANCE,EQ,2910.0,2936.65,2816.0,2831.0,2828.0,2857.95,9703086,27835232335.65,30-JUN-2020,356701,INE296A01024
172,BALAJITELE,EQ,76.0,77.95,73.5,74.75,74.45,75.3,171817,13129628.2,30-JUN-2020,730,INE794B01026
173,BALAMINES,EQ,526.0,534.6,490.0,493.4,491.0,521.95,338224,171740635.25,30-JUN-2020,10731,INE050E01027
174,BALAXI,EQ,128.6,128.6,120.05,123.9,125.0,125.55,614,76729.85,30-JUN-2020,62,INE618N01014
175,BALKRISHNA,EQ,21.05,21.05,19.05,19.1,19.05,20.05,78186,1610093.85,30-JUN-2020,477,INE875R01011
176,BALKRISIND,EQ,1245.0,1282.0,1245.0,1261.1,1267.95,1244.5,832019,1054853923.0,30-JUN-2020,31342,INE787D01026
178,BALMLAWRIE,EQ,112.0,113.0,109.2,109.7,109.85,111.0,108045,11952731.45,30-JUN-2020,2107,INE164A01016
179,BALPHARMA,EQ,44.3,46.0,43.0,43.25,43.0,44.25,15586,683314.3,30-JUN-2020,213,INE083D01012
180,BALRAMCHIN,EQ,136.9,137.7,131.5,134.05,135.0,134.9,2439338,330450403.35,30-JUN-2020,21674,INE119A01028
181,BANARBEADS,EQ,40.0,46.3,37.2,46.3,46.3,38.6,46783,2096540.95,30-JUN-2020,315,INE655B01011
182,BANARISUG,EQ,1049.95,1065.45,1001.25,1021.8,1015.0,1045.85,1538,1599907.55,30-JUN-2020,436,INE459A01010
183,BANCOINDIA,EQ,75.5,76.95,73.1,73.25,73.5,74.65,123108,9191329.3,30-JUN-2020,1624,INE213C01025
184,BANDHANBNK,EQ,335.7,338.2,313.4,319.3,320.65,328.2,12186073,3954265228.35,30-JUN-2020,123115,INE545U01014
185,BANG,EQ,19.55,20.25,19.4,19.55,19.4,20.4,18538,362274.9,30-JUN-2020,90,INE863I01016
187,BANKBARODA,EQ,49.8,50.3,48.3,48.6,48.7,49.25,24094805,1188581554.1,30-JUN-2020,59833,INE028A01039
188,BANKBEES,EQ,218.35,218.4,213.8,215.41,215.56,215.31,969269,209544918.65,30-JUN-2020,8484,INF204KB15I9
189,BANKINDIA,EQ,50.1,50.7,47.0,48.8,48.7,49.65,2590310,127857744.95,30-JUN-2020,9763,INE084A01016
190,BANSWRAS,EQ,81.85,81.9,76.5,77.45,77.0,79.7,36389,2836674.85,30-JUN-2020,295,INE629D01012
192,BASF,EQ,1180.0,1180.0,1121.0,1137.8,1135.0,1135.45,17237,19694688.1,30-JUN-2020,1611,INE373A01013
193,BASML,EQ,118.0,124.8,102.5,104.5,103.6,116.0,64958,7634622.75,30-JUN-2020,1880,INE186H01014
194,BATAINDIA,EQ,1319.75,1336.1,1301.0,1306.2,1305.0,1312.4,559995,736556732.85,30-JUN-2020,23499,INE176A01028
195,BAYERCROP,EQ,5870.0,6075.0,5850.05,5937.0,5964.0,5860.7,32589,194670819.95,30-JUN-2020,8332,INE462A01022
196,BBL,EQ,780.0,788.9,771.0,776.7,775.0,766.7,14026,10949961.15,30-JUN-2020,1291,INE464A01028
197,BBTC,EQ,1042.1,1074.0,1041.5,1051.65,1049.0,1039.9,125950,133164901.1,30-JUN-2020,6294,INE050A01025
199,BCP,EQ,5.3,5.35,5.2,5.25,5.35,5.3,572987,2989848.95,30-JUN-2020,501,INE905P01028
200,BDL,EQ,349.0,357.0,325.5,333.25,330.0,302.35,5993825,2043660095.6,30-JUN-2020,112185,INE171Z01018
202,BEDMUTHA,EQ,14.5,14.65,14.0,14.35,14.35,14.5,4376,62275.65,30-JUN-2020,26,INE844K01012
203,BEL,EQ,93.1,94.2,88.0,88.65,88.4,87.55,62226892,5637096175.95,30-JUN-2020,219438,INE263A01024
204,BEML,EQ,630.0,656.9,630.0,638.65,637.9,626.7,1438214,928172737.75,30-JUN-2020,41805,INE258A01016
205,BEPL,EQ,44.65,47.65,44.0,46.05,46.1,44.35,1046566,48242176.0,30-JUN-2020,4791,INE922A01025
206,BERGEPAINT,EQ,503.0,506.3,492.3,493.9,493.9,502.2,1592526,794088723.9,30-JUN-2020,36167,INE463A01038
208,BFINVEST,EQ,302.45,329.95,294.35,307.75,305.0,298.35,91187,28778726.75,30-JUN-2020,5039,INE878K01010
209,BFUTILITIE,EQ,201.15,217.65,195.1,204.1,203.0,199.35,681436,141180196.4,30-JUN-2020,14977,INE243D01012
210,BGRENERGY,EQ,39.7,40.5,34.3,34.8,34.5,39.25,663637,24123855.8,30-JUN-2020,3557,INE661I01014
211,BHAGERIA,EQ,113.65,115.5,110.1,110.8,110.75,113.85,23664,2654314.0,30-JUN-2020,675,INE354C01027
212,BHAGYANGR,EQ,17.95,18.65,17.5,17.95,17.65,18.3,38548,693840.15,30-JUN-2020,212,INE458B01036
213,BHAGYAPROP,EQ,21.9,22.45,21.25,21.3,21.25,21.75,25370,547290.0,30-JUN-2020,258,INE363W01018
214,BHANDARI,EQ,1.75,1.75,1.75,1.75,1.75,1.7,114400,200200.0,30-JUN-2020,38,INE474E01029
215,BHARATFORG,EQ,315.0,322.55,306.6,319.35,317.9,316.5,9499227,3006215043.45,30-JUN-2020,106314,INE465A01025
216,BHARATGEAR,EQ,48.0,48.0,43.75,44.45,45.4,45.3,12240,560688.25,30-JUN-2020,190,INE561C01019
217,BHARATRAS,EQ,7620.0,7880.0,7385.0,7459.15,7452.0,7543.4,9577,73508152.65,30-JUN-2020,3064,INE838B01013
218,BHARATWIRE,EQ,25.6,25.6,23.4,23.4,23.4,24.6,32355,793505.35,30-JUN-2020,313,INE316L01019
219,BHARTIARTL,EQ,572.0,577.0,557.4,559.85,560.25,567.1,12939125,7346775072.75,30-JUN-2020,182638,INE397D01024
220,BHEL,EQ,36.6,37.8,35.0,35.7,35.9,35.75,81189607,2960136743.5,30-JUN-2020,97123,INE257A01026
221,BIGBLOC,EQ,29.0,29.65,28.6,29.6,29.65,29.45,337,9800.1,30-JUN-2020,19,INE412U01017
222,BIL,EQ,153.4,153.4,138.8,140.55,141.0,146.1,44134,6641441.9,30-JUN-2020,973,INE828A01016
223,BILENERGY,EQ,1.35,1.35,1.35,1.35,1.35,1.4,451864,610016.4,30-JUN-2020,352,INE607L01029
224,BINDALAGRO,EQ,14.5,14.5,13.6,13.6,13.6,14.3,29140,405874.6,30-JUN-2020,144,INE143A01010
225,BIOCON,EQ,400.0,401.2,388.35,390.1,390.2,397.75,3211018,1263340227.95,30-JUN-2020,53953,INE376G01013
227,BIRLACABLE,EQ,52.0,52.0,48.9,49.25,48.9,50.6,68759,3469720.6,30-JUN-2020,768,INE800A01015
228,BIRLACORPN,EQ,577.7,612.5,569.1,578.85,581.0,568.3,574875,341499932.6,30-JUN-2020,21492,INE340A01012
229,BIRLAMONEY,EQ,35.05,35.6,33.8,33.95,34.0,34.95,89355,3071460.15,30-JUN-2020,852,INE865C01022
230,BIRLATYRE,EQ,45.95,45.95,45.95,45.95,45.95,43.8,27718,1273642.1,30-JUN-2020,138,INE0AEJ01013
232,BLBLIMITED,EQ,6.0,6.25,6.0,6.05,6.0,6.3,195057,1172457.3,30-JUN-2020,219,INE791A01024
233,BLISSGVS,EQ,96.95,98.0,95.85,96.95,97.0,96.3,206249,20013562.35,30-JUN-2020,1969,INE416D01022
234,BLKASHYAP,EQ,6.3,6.3,5.9,6.0,6.1,6.1,152329,920732.8,30-JUN-2020,247,INE350H01032
235,BLS,EQ,65.0,66.1,61.5,65.1,65.1,62.05,184576,11820794.35,30-JUN-2020,1313,INE153T01027
236,BLUEDART,EQ,2028.0,2099.0,2020.7,2042.1,2043.0,2008.35,17043,34966460.8,30-JUN-2020,3210,INE233B01017
237,BLUESTARCO,EQ,499.95,502.9,496.0,499.65,500.0,496.95,60566,30254141.5,30-JUN-2020,3279,INE472A01039
238,BODALCHEM,EQ,62.05,62.75,58.6,59.7,59.75,61.8,855133,52302298.05,30-JUN-2020,5197,INE338D01028
240,BOMDYEING,EQ,73.2,75.5,71.8,72.35,72.55,72.5,1771078,130167891.5,30-JUN-2020,9971,INE032A01023
241,BORORENEW,EQ,138.8,138.8,132.8,132.8,132.8,139.75,239512,31999042.65,30-JUN-2020,3048,INE666D01022
242,BOSCHLTD,EQ,11021.2,11580.0,10949.95,11418.1,11385.0,10954.55,66211,750312998.55,30-JUN-2020,18167,INE323A01026
243,BPCL,EQ,386.9,389.25,372.2,374.0,373.75,383.35,4509122,1709455933.4,30-JUN-2020,62456,INE029A01011
244,BPL,EQ,22.35,22.35,22.35,22.35,22.35,23.5,29265,654072.75,30-JUN-2020,110,INE110A01019
245,BRFL,EQ,9.1,9.1,9.1,9.1,9.1,8.7,22594,205605.4,30-JUN-2020,55,INE589G01011
246,BRIGADE,EQ,137.3,140.0,135.1,135.95,137.1,135.1,124907,17225468.8,30-JUN-2020,2559,INE791I01019
