,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
120,ARENTERP,EQ,17.05,17.95,16.9,17.85,17.85,17.7,577,9909.55,30-JUL-2021,21,INE610C01014
121,ARIES,EQ,171.8,174.5,169.0,170.05,170.3,169.55,96997,16650424.55,30-JUL-2021,2867,INE298I01015
122,ARIHANT,EQ,26.55,27.0,25.7,26.95,27.0,26.25,21096,558568.9,30-JUL-2021,261,INE413D01011
123,ARIHANTCAP,EQ,181.0,181.0,170.85,172.7,172.05,176.15,52568,9266684.5,30-JUL-2021,2402,INE420B01028
124,ARIHANTSUP,EQ,92.95,96.9,92.05,96.75,96.5,92.3,189912,18063804.15,30-JUL-2021,1494,INE643K01018
125,ARMANFIN,EQ,728.95,728.95,705.9,714.1,706.0,728.5,4221,3026150.1,30-JUL-2021,755,INE109C01017
126,AROGRANITE,EQ,75.7,78.0,75.5,76.95,77.0,75.75,395408,30368794.6,30-JUL-2021,5161,INE210C01013
127,ARROWGREEN,EQ,144.8,149.5,142.55,149.5,149.4,142.4,6851,1006303.0,30-JUL-2021,307,INE570D01018
128,ARSHIYA,EQ,30.2,30.2,28.6,28.9,28.95,29.6,84198,2442998.4,30-JUL-2021,452,INE968D01022
129,ARSSINFRA,EQ,32.8,33.85,31.2,31.5,31.35,32.8,33480,1080988.0,30-JUL-2021,643,INE267I01010
130,ARTEMISMED,EQ,381.7,381.85,369.2,378.2,377.3,373.15,17135,6484717.7,30-JUL-2021,403,INE025R01013
132,ARVIND,EQ,106.7,107.25,103.6,104.0,104.45,106.9,1749886,184010702.1,30-JUL-2021,14145,INE034A01011
133,ARVINDFASN,EQ,214.85,215.15,209.1,210.2,209.6,215.15,337992,71725364.0,30-JUL-2021,5573,INE955V01021
134,ARVSMART,EQ,133.95,135.75,129.15,130.2,130.95,134.3,97001,12844984.3,30-JUL-2021,2325,INE034S01021
135,ASAHIINDIA,EQ,360.5,408.3,360.0,383.0,383.0,360.5,3348040,1317726956.05,30-JUL-2021,59098,INE439A01020
136,ASAHISONG,EQ,371.0,425.0,367.45,412.95,414.35,372.3,355051,145729428.55,30-JUL-2021,13952,INE228I01012
138,ASALCBR,EQ,471.4,480.0,469.0,476.15,477.45,468.15,51666,24575183.3,30-JUL-2021,3138,INE073G01016
140,ASHIANA,EQ,175.45,179.35,172.0,172.65,173.2,175.95,180176,31544052.9,30-JUL-2021,4665,INE365D01021
141,ASHIMASYN,EQ,20.2,20.3,19.65,19.75,19.65,20.0,34545,689878.05,30-JUL-2021,145,INE440A01010
142,ASHOKA,EQ,105.55,110.5,104.75,107.4,107.9,105.8,3894074,422110586.15,30-JUL-2021,28933,INE442H01029
143,ASHOKLEY,EQ,126.9,137.5,126.5,132.8,132.5,125.2,78328764,10485102995.1,30-JUL-2021,291952,INE208A01029
144,ASIANHOTNR,EQ,92.0,92.0,90.1,90.6,90.6,91.65,9201,834886.2,30-JUL-2021,140,INE363A01022
145,ASIANPAINT,EQ,3008.0,3008.65,2951.9,2958.45,2955.9,2997.45,1067423,3176959978.2,30-JUL-2021,80514,INE021A01026
146,ASIANTILES,EQ,175.65,178.65,175.65,176.55,176.9,176.75,169140,30014660.85,30-JUL-2021,3615,INE022I01019
148,ASPINWALL,EQ,228.0,229.85,222.1,223.25,224.0,229.35,38350,8646697.45,30-JUL-2021,2132,INE991I01015
149,ASTEC,EQ,1355.0,1394.0,1335.65,1388.2,1390.05,1359.35,25133,34363608.95,30-JUL-2021,2876,INE563J01010
150,ASTERDM,EQ,158.4,166.0,157.5,163.4,163.2,158.25,1848226,302368841.1,30-JUL-2021,19630,INE914M01019
151,ASTRAL,EQ,2075.0,2094.0,2060.05,2081.75,2071.1,2072.5,315921,656393785.35,30-JUL-2021,26474,INE006I01046
152,ASTRAMICRO,EQ,169.6,173.75,169.6,171.2,171.5,170.65,583232,99929515.75,30-JUL-2021,10322,INE386C01029
153,ASTRAZEN,EQ,3369.0,3394.0,3360.05,3369.5,3365.85,3369.85,11142,37666906.45,30-JUL-2021,2445,INE203A01020
154,ASTRON,EQ,65.25,65.25,58.9,61.3,62.75,65.25,997109,62222707.75,30-JUL-2021,8604,INE646X01014
156,ATFL,EQ,998.35,1020.0,990.1,1002.95,994.0,997.6,9128,9165788.85,30-JUL-2021,1018,INE209A01019
159,ATUL,EQ,9199.0,9225.0,8993.0,9053.35,9028.65,9104.75,33335,302617544.0,30-JUL-2021,5139,INE100A01010
160,ATULAUTO,EQ,214.4,223.7,213.35,216.7,217.9,214.4,512739,112456412.35,30-JUL-2021,23013,INE951D01028
161,AUBANK,EQ,1196.0,1223.35,1171.2,1219.7,1211.1,1193.65,1268395,1536988392.4,30-JUL-2021,59629,INE949L01017
163,AUROPHARMA,EQ,913.05,929.95,903.0,916.6,918.0,908.25,1528530,1403378643.8,30-JUL-2021,43756,INE406A01037
165,AUTOAXLES,EQ,1485.0,1490.0,1441.0,1448.05,1445.1,1478.8,31202,45721702.6,30-JUL-2021,4118,INE449A01011
166,AUTOIND,EQ,68.95,69.0,67.7,69.0,69.0,65.75,114260,7879017.65,30-JUL-2021,434,INE718H01014
167,AVADHSUGAR,EQ,511.9,518.7,490.15,495.85,493.8,508.05,181286,91411663.6,30-JUL-2021,6473,INE349W01017
168,AVANTIFEED,EQ,628.6,640.0,625.25,635.35,638.0,627.45,271879,172538060.45,30-JUL-2021,12188,INE871C01038
169,AVTNPL,EQ,77.7,79.25,77.45,78.45,78.45,77.7,461615,36292073.4,30-JUL-2021,4418,INE488D01021
170,AWHCL,EQ,346.35,354.0,343.6,344.5,345.0,346.25,60731,21148424.55,30-JUL-2021,3226,INE01BK01022
171,AXISBANK,EQ,718.05,718.65,707.15,708.9,709.4,717.25,10358450,7388709213.45,30-JUL-2021,164217,INE238A01034
172,AXISBNKETF,EQ,346.94,346.98,344.0,345.62,346.41,347.5,436,150874.82,30-JUL-2021,28,INF846K01X63
173,AXISBPSETF,EQ,10.19,10.19,10.17,10.18,10.17,10.17,76292,776679.3,30-JUL-2021,129,INF846K01Z04
174,AXISCADES,EQ,92.7,94.0,91.65,92.95,92.5,92.7,59748,5554819.1,30-JUL-2021,685,INE555B01013
175,AXISGOLD,EQ,41.6,41.94,41.6,41.81,41.8,41.6,149278,6239952.62,30-JUL-2021,4101,INF846K01W80
176,AXISHCETF,EQ,88.48,88.48,86.45,87.01,87.2,87.58,16943,1475188.06,30-JUL-2021,367,INF846K01Z12
177,AXISNIFTY,EQ,165.05,165.28,164.01,164.75,164.01,164.57,3012,495934.92,30-JUL-2021,78,INF846K01W98
178,AXISTECETF,EQ,309.0,309.99,300.0,305.0,305.0,304.4,4998,1520137.58,30-JUL-2021,81,INF846K01Y96
179,AYMSYNTEX,EQ,81.85,86.75,80.1,81.35,81.2,82.65,239088,20532948.1,30-JUL-2021,1301,INE193B01039
180,BAFNAPH,EQ,161.0,164.05,150.5,154.0,152.0,156.25,7559,1177678.65,30-JUL-2021,363,INE878I01022
181,BAGFILMS,EQ,3.7,3.7,3.55,3.7,3.7,3.65,115030,417288.05,30-JUL-2021,234,INE116D01028
182,BAJAJ-AUTO,EQ,3776.0,3858.0,3753.15,3829.6,3843.0,3763.75,511767,1956073270.3,30-JUL-2021,47994,INE917I01010
183,BAJAJCON,EQ,284.5,287.95,283.5,285.2,286.15,283.25,213351,60945008.85,30-JUL-2021,8453,INE933K01021
184,BAJAJELEC,EQ,1141.0,1158.55,1132.0,1153.0,1148.0,1140.55,474295,545482180.25,30-JUL-2021,5800,INE193E01025
185,BAJAJFINSV,EQ,14605.0,14613.85,14161.0,14222.2,14240.0,14599.05,354543,5069341574.3,30-JUL-2021,51231,INE918I01018
187,BAJAJHLDNG,EQ,4000.0,4033.9,3964.25,4023.05,4017.0,3996.35,21622,86671549.95,30-JUL-2021,3661,INE118A01012
188,BAJFINANCE,EQ,6416.85,6416.85,6212.2,6228.1,6231.95,6400.1,1406885,8849800828.4,30-JUL-2021,99238,INE296A01024
189,BALAJITELE,EQ,70.9,72.25,69.5,70.2,70.25,70.55,979863,69918275.5,30-JUL-2021,6565,INE794B01026
190,BALAMINES,EQ,3198.3,3299.95,3184.0,3266.75,3273.95,3198.3,121439,395358266.8,30-JUL-2021,12670,INE050E01027
191,BALAXI,EQ,623.7,623.7,583.05,586.55,594.95,601.45,5892,3497536.75,30-JUL-2021,414,INE618N01014
192,BALKRISIND,EQ,2315.0,2397.95,2300.55,2373.85,2381.25,2307.5,544450,1283154063.5,30-JUL-2021,40175,INE787D01026
194,BALMLAWRIE,EQ,135.1,137.15,134.4,135.45,135.4,134.55,292779,39757930.25,30-JUL-2021,4310,INE164A01016
195,BALPHARMA,EQ,95.9,96.35,94.0,95.05,96.3,94.8,15146,1438702.7,30-JUL-2021,428,INE083D01012
196,BALRAMCHIN,EQ,376.0,384.8,370.55,381.25,384.0,374.8,1481045,558090362.7,30-JUL-2021,27276,INE119A01028
197,BANARBEADS,EQ,89.1,90.0,84.55,86.2,86.7,90.45,83098,7276249.6,30-JUL-2021,2185,INE655B01011
198,BANARISUG,EQ,1839.0,1848.75,1766.0,1803.3,1789.0,1827.75,2845,5168225.1,30-JUL-2021,416,INE459A01010
199,BANCOINDIA,EQ,165.0,175.9,164.0,171.15,171.55,164.35,1191823,204581017.85,30-JUL-2021,15939,INE213C01025
200,BANDHANBNK,EQ,293.0,295.5,290.55,291.25,291.5,292.5,5064518,1481179038.7,30-JUL-2021,54470,INE545U01014
202,BANKA,EQ,62.1,65.9,61.05,64.8,65.8,64.25,17939,1154348.4,30-JUL-2021,348,INE862Y01015
203,BANKBARODA,EQ,80.6,81.5,79.8,80.3,80.5,80.6,23749505,1909236100.2,30-JUL-2021,55080,INE028A01039
204,BANKBEES,EQ,352.0,352.0,347.18,348.29,348.6,349.21,507848,176833364.31,30-JUL-2021,7029,INF204KB15I9
205,BANKINDIA,EQ,71.65,75.2,71.5,74.4,75.05,71.65,4353217,319362949.15,30-JUL-2021,16327,INE084A01016
206,BANSWRAS,EQ,234.95,234.95,219.0,221.75,225.6,223.8,64291,14666518.3,30-JUL-2021,1225,INE629D01012
207,BARBEQUE,EQ,859.0,888.7,851.0,877.75,879.8,857.15,52122,45569598.6,30-JUL-2021,4833,INE382M01027
209,BASF,EQ,2853.3,2925.65,2841.95,2876.2,2900.0,2826.35,51907,149495393.05,30-JUL-2021,6824,INE373A01013
210,BASML,EQ,114.05,114.05,103.25,104.65,105.0,108.65,768070,85862912.65,30-JUL-2021,4416,INE186H01022
211,BATAINDIA,EQ,1620.0,1640.0,1612.95,1619.2,1627.7,1612.25,430457,699777561.85,30-JUL-2021,19024,INE176A01028
212,BAYERCROP,EQ,5779.75,5864.45,5750.0,5778.4,5801.0,5778.5,8006,46477825.85,30-JUL-2021,2583,INE462A01022
213,BBL,EQ,1371.0,1385.9,1355.0,1361.85,1358.0,1370.75,7399,10138596.7,30-JUL-2021,1208,INE464A01028
214,BBTC,EQ,1246.8,1259.95,1231.55,1239.75,1242.9,1243.55,62477,77847463.0,30-JUL-2021,5353,INE050A01025
217,BCLIND,EQ,260.0,264.6,258.0,262.95,262.25,257.15,96916,25389520.8,30-JUL-2021,5361,INE412G01016
219,BCP,EQ,3.85,4.05,3.8,4.0,3.95,3.95,516120,2026384.8,30-JUL-2021,433,INE905P01028
220,BDL,EQ,409.95,426.6,408.05,420.05,421.45,404.8,1038946,435141858.65,30-JUL-2021,25156,INE171Z01018
221,BEARDSELL,EQ,16.95,16.95,15.55,16.95,16.95,16.15,59635,995151.65,30-JUL-2021,206,INE520H01022
222,BECTORFOOD,EQ,428.0,434.5,427.1,428.9,428.5,428.35,138025,59427511.0,30-JUL-2021,6315,INE495P01012
224,BEL,EQ,188.45,188.45,182.5,184.65,184.5,188.8,9585592,1776573574.1,30-JUL-2021,62029,INE263A01024
225,BEML,EQ,1281.5,1313.0,1281.5,1303.15,1305.0,1280.85,197617,256537942.45,30-JUL-2021,9071,INE258A01016
226,BEPL,EQ,185.1,193.9,185.1,187.8,187.85,185.3,1638578,311218315.9,30-JUL-2021,18076,INE922A01025
227,BERGEPAINT,EQ,849.9,853.5,842.2,843.55,845.0,845.5,598866,507194655.25,30-JUL-2021,16894,INE463A01038
228,BESTAGRO,EQ,555.0,561.95,532.95,554.8,550.1,535.25,50833,28078893.9,30-JUL-2021,1568,INE052T01013
230,BFINVEST,EQ,390.0,396.2,383.3,386.05,385.0,388.8,38692,15099569.75,30-JUL-2021,2629,INE878K01010
231,BFUTILITIE,EQ,495.0,500.8,485.65,487.65,487.6,494.55,191951,94472914.6,30-JUL-2021,5749,INE243D01012
232,BGRENERGY,EQ,66.5,66.5,64.1,64.3,64.9,65.55,62680,4071365.55,30-JUL-2021,1313,INE661I01014
233,BHAGERIA,EQ,269.4,279.9,269.2,273.85,272.0,268.2,122992,33858551.95,30-JUL-2021,7896,INE354C01027
234,BHAGYANGR,EQ,50.35,50.7,49.1,49.75,49.65,49.8,56810,2825336.0,30-JUL-2021,968,INE458B01036
235,BHAGYAPROP,EQ,29.3,33.4,29.05,31.1,30.85,29.2,265573,8428502.45,30-JUL-2021,1399,INE363W01018
236,BHANDARI,EQ,3.5,3.5,3.35,3.4,3.4,3.4,558113,1921836.35,30-JUL-2021,564,INE474E01029
237,BHARATFORG,EQ,786.8,789.85,770.25,771.65,773.15,785.2,1406463,1096267550.55,30-JUL-2021,28234,INE465A01025
238,BHARATGEAR,EQ,121.75,131.4,120.95,124.75,124.5,120.55,460464,59144303.65,30-JUL-2021,13811,INE561C01019
239,BHARATRAS,EQ,13248.9,13431.7,13121.2,13302.35,13300.0,13211.4,1349,17953151.9,30-JUL-2021,782,INE838B01013
241,BHARTIARTL,EQ,565.9,568.5,557.8,561.65,564.75,567.15,9938812,5594328208.75,30-JUL-2021,156191,INE397D01024
242,BHEL,EQ,60.55,62.25,58.8,59.4,59.5,60.2,64497796,3912906120.7,30-JUL-2021,112644,INE257A01026
243,BIGBLOC,EQ,115.0,115.0,111.9,112.4,113.0,112.8,12117,1373890.6,30-JUL-2021,413,INE412U01017
244,BIL,EQ,235.0,235.0,225.0,230.5,228.0,229.95,3259,750126.0,30-JUL-2021,269,INE828A01016
245,BINDALAGRO,EQ,28.7,29.7,27.7,28.7,28.75,28.6,249121,7220985.7,30-JUL-2021,1570,INE143A01010
246,BIOCON,EQ,383.45,389.25,381.1,386.35,386.45,382.55,2792729,1078329137.25,30-JUL-2021,32669,INE376G01013
247,BIOFILCHEM,EQ,72.15,72.2,69.55,70.25,69.8,71.95,36808,2603803.4,30-JUL-2021,1143,INE829A01014
250,BIRLACORPN,EQ,1498.0,1498.0,1472.0,1492.6,1494.0,1492.8,71289,106163195.65,30-JUL-2021,5827,INE340A01012
251,BIRLAMONEY,EQ,73.65,75.4,72.15,72.85,73.15,73.0,280280,20638610.5,30-JUL-2021,2808,INE865C01022
252,BIRLATYRE,EQ,28.85,29.4,28.75,28.9,28.85,28.85,554795,16083994.7,30-JUL-2021,4908,INE0AEJ01013
254,BLBLIMITED,EQ,13.15,13.2,12.6,13.2,13.2,12.6,67880,893022.85,30-JUL-2021,184,INE791A01024
255,BLISSGVS,EQ,109.05,111.0,106.5,107.8,107.6,108.5,260284,28453295.95,30-JUL-2021,4368,INE416D01022
256,BLKASHYAP,EQ,24.25,25.4,24.25,25.25,25.1,24.25,504841,12689049.75,30-JUL-2021,1045,INE350H01032
257,BLS,EQ,153.45,157.35,150.05,151.5,152.0,152.9,579797,88801648.35,30-JUL-2021,10473,INE153T01027
